Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
 Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ,3,3,3.0,3.0,Emily was planting vegetables in her garden. She started with var_A seeds and planted var_B of them in the big garden and in each of her small gardens put var_C seeds each. How many small gardens did Emily have?,"1. Determine the number of seeds Emily has left after planting in the big garden. Subtract the number of seeds planted in the big garden (36) from the total seeds (42).
   - Formula: Remaining seeds = Total seeds - Seeds planted in big garden

2. Calculate the number of seeds left after planting in the big garden.

3. Since Emily plants 2 seeds in each small garden, divide the remaining seeds by 2 to find the number of small gardens.
   - Formula: Number of small gardens = Remaining seeds / Seeds per small garden

4. Perform the division to find the total number of small gardens Emily has.",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    remaining_seeds = var_A - var_B
    number_of_small_gardens = remaining_seeds // var_C
    return number_of_small_gardens","{'var_A': 42.0, 'var_B': 36.0, 'var_C': 2.0}",False,
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,45,45.0,45.0,"Chloe picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?","1. Start with the initial number of carrots Chloe picked, which is 48.
2. Subtract the number of carrots she threw out, which is 45. This will give the number of carrots remaining after discarding.
3. Add the number of additional carrots she picked the next day, which is 42, to the remaining carrots from step 2.
4. The final result will be the total number of carrots Chloe has after these actions.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_carrots = var_A - var_B
    total_carrots = remaining_carrots + var_C
    return total_carrots","{'var_A': 48.0, 'var_B': 45.0, 'var_C': 42.0}",False,
 Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ,80,80,80.0,80.0,Zoe was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Zoe have total?,"1. Identify the total number of boxes Zoe found, which is 8.
2. Determine the number of scarves in each box, which is 4.
3. Determine the number of mittens in each box, which is 6.
4. Calculate the total number of scarves by multiplying the number of boxes (8) by the number of scarves per box (4).
5. Calculate the total number of mittens by multiplying the number of boxes (8) by the number of mittens per box (6).
6. Add the total number of scarves and the total number of mittens to find the total pieces of winter clothing.",var_A * var_B + var_A * var_C,"def solution(var_A, var_B, var_C):
    total_scarves = var_A * var_B
    total_mittens = var_A * var_C
    total_clothing = total_scarves + total_mittens
    return total_clothing

exec(""print(solution(8, 4, 6))"")","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 6.0}",False,
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,30,30.0,30.0,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?","1. Determine the number of players remaining after 8 players quit from the original 13 friends. This can be calculated as:  
   Remaining players = Total players - Players who quit = 13 - 8.

2. Calculate the number of lives each remaining player has, which is given as 6 lives per player.

3. To find the total number of lives for all remaining players, multiply the number of remaining players by the number of lives each has:  
   Total lives = Remaining players × Lives per player.

4. Perform the calculations from steps 1 and 3 to find the final total number of lives.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    remaining_players = var_A - var_B
    total_lives = remaining_players * var_C
    return total_lives","{'var_A': 13.0, 'var_B': 8.0, 'var_C': 6.0}",False,
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,7,7.0,7.0,"Carol and her mom were picking carrots from their garden. Carol picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?","1. First, determine the total number of carrots picked by Carol and her mom by adding the number of carrots each picked: 29 (Carol) + 16 (Mom).

2. Calculate the total number of carrots picked: 29 + 16 = 45.

3. Identify the number of good carrots, which is given as 38.

4. To find the number of bad carrots, subtract the number of good carrots from the total number of carrots picked: Total Carrots - Good Carrots = Bad Carrots.

5. Perform the subtraction: 45 (Total Carrots) - 38 (Good Carrots) = Bad Carrots. 

6. The result from the subtraction will give the number of bad carrots.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_carrots = var_A + var_B
    bad_carrots = total_carrots - var_C
    return bad_carrots

exec(""print(solution(29, 16, 38))"")","{'var_A': 29.0, 'var_B': 16.0, 'var_C': 38.0}",False,
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,,,,"A company invited var_A people to a luncheon, but var_B of them didn't show up. If the tables they had held var_C people each, how many tables do they need?","1. Determine the number of people who actually showed up to the luncheon by subtracting the number of people who didn't show up from the total invited: 18 - 12 = 6 people.

2. Calculate the number of tables needed by dividing the number of people who showed up by the number of people each table can hold: 6 ÷ 3 = 2 tables.

3. Since the number of tables must be a whole number, ensure that the result from step 2 is rounded up if necessary. In this case, 2 is already a whole number.

4. Conclude that the company needs 2 tables for the luncheon.",ceil((var_A - var_B) / var_C),"def solution(var_A, var_B, var_C):
    people_showed_up = var_A - var_B
    tables_needed = (people_showed_up + var_C - 1) // var_C
    return tables_needed","{'var_A': 18.0, 'var_B': 12.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,50,50.0,50.0,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?","1. Start with the initial number of customers the waiter had, which is 14.
2. Subtract the number of customers that left, which is 3. This can be represented as: 14 - 3.
3. Calculate the result from step 2 to find the remaining customers.
4. Add the number of new customers the waiter received, which is 39. This can be represented as: (result from step 3) + 39.
5. Calculate the final result from step 4 to find the total number of customers the waiter has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_customers = var_A - var_B
    total_customers = remaining_customers + var_C
    return total_customers","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",False,
 For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35,35,35.0,35.0,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,"1. Start with the total number of pieces of candy Haley initially scored, which is 33.
2. Subtract the number of pieces she ate on the first night, which is 17. This can be represented as: 33 - 17.
3. Calculate the result from step 2 to find out how many pieces of candy she has left after eating.
4. Add the number of pieces her sister gave her, which is 19, to the result from step 3. This can be represented as: (result from step 2) + 19.
5. Calculate the final result from step 4 to determine how many pieces of candy Haley has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    result = var_A - var_B
    final_count = result + var_C
    return final_count","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",False,
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34,34,34.0,34.0,"At the arcade, Jerry won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he spent var_C of his tickets on a hat, how many tickets does Jerry have left?","1. Calculate the total number of tickets Jerry won by adding the tickets from both games: 29 (whack a mole) + 17 (skee ball).
2. Subtract the number of tickets Jerry spent on the hat (12 tickets) from the total number of tickets he won.
3. The result will give the number of tickets Jerry has left.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    tickets_left = total_tickets - var_C
    return tickets_left","{'var_A': 29.0, 'var_B': 17.0, 'var_C': 12.0}",False,
" Sarah had 4 pages of math homework and 6 pages of reading homework. If each page had 4 problems on it, how many problems did she have to complete total? ",40,40,40.0,40.0,"Sarah had var_A pages of math homework and var_B pages of reading homework. If each page had var_C problems on it, how many problems did she have to complete total?","1. Identify the total number of pages of homework Sarah had by adding the math pages and reading pages: 4 pages (math) + 6 pages (reading).
2. Calculate the total number of pages: 4 + 6 = 10 pages.
3. Determine the number of problems per page, which is given as 4 problems.
4. Multiply the total number of pages by the number of problems per page to find the total number of problems: 10 pages × 4 problems per page.
5. Perform the multiplication to find the total number of problems Sarah had to complete.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_pages = var_A + var_B
    total_problems = total_pages * var_C
    return total_problems","{'var_A': 4.0, 'var_B': 6.0, 'var_C': 4.0}",False,
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,32,32.0,32.0,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?","1. Start with the initial number of lives Rachel has, which is 10.
2. Subtract the number of lives she lost (4) from her initial lives: 10 - 4.
3. Calculate the result of the subtraction to find out how many lives she has after losing some.
4. Add the number of lives she gained in the next level (26) to the result from step 3: (result from step 3) + 26.
5. Calculate the final total to determine how many lives Rachel has after gaining more lives.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    lives_after_loss = var_A - var_B
    final_lives = lives_after_loss + var_C
    return final_lives","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",False,
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,7,7.0,7.0,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,"1. Identify the points scored in each round: First round = 17 points, Second round = 6 points, Last round = -16 points (loss of points).
2. Calculate the total points scored from the first and second rounds: Add the points from the first round and the second round.
3. Subtract the points lost in the last round from the total points calculated in step 2.
4. The result from step 3 will give the final score at the end of the game.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_points = var_A + var_B
    final_score = total_points - var_C
    return final_score

exec(""print(solution(17, 6, 16))"")","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",False,
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,9,9.0,9.0,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?","1. **Calculate the total amount of candy Sarah received**: Add the pieces of candy from neighbors (66) and from her sister (15) to find the total candy.

2. **Determine the total candy**: Use the formula: Total Candy = Candy from Neighbors + Candy from Sister.

3. **Calculate the number of days the candy will last**: Divide the total amount of candy by the number of pieces she eats per day (9).

4. **Use the formula for days**: Days Last = Total Candy / Pieces Eaten Per Day.

5. **Interpret the result**: Ensure to round down if necessary, as she cannot have a fraction of a day in terms of candy consumption.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_candy = var_A + var_B
    days_last = total_candy // var_C
    return days_last","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",False,
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,24,24.0,24.0,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?","1. Identify the total earnings from both spring and summer: Add the amount made in spring ($2) to the amount made in summer ($27).
   - Formula: Total Earnings = Spring Earnings + Summer Earnings

2. Calculate the total earnings: 
   - Total Earnings = $2 + $27

3. Subtract the expenses for supplies from the total earnings: Deduct the cost of supplies ($5) from the total earnings calculated in step 2.
   - Formula: Final Amount = Total Earnings - Expenses

4. Calculate the final amount: 
   - Final Amount = Total Earnings - $5

5. Present the final amount as the result of the calculations from steps 2 and 4.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_earnings = var_A + var_B
    final_amount = total_earnings - var_C
    return final_amount","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",False,
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,,,,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?","1. Calculate the total weight of paper recycled by Vanessa and her friends by adding the weight recycled by both: 20 pounds (Vanessa) + 16 pounds (friends).

2. Use the total weight from step 1 to determine how many points they earned. Since they earn 1 point for every 9 pounds recycled, divide the total weight by 9.

3. Round down the result from step 2 to account for whole points, as points cannot be fractional.

4. The final result will be the total points earned by Vanessa and her friends.",floor((var_B + var_C) / var_A),"def solution(var_A, var_B, var_C):
    total_weight = var_B + var_C
    points = total_weight // var_A
    return points","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,,,,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?","1. Calculate the total number of tickets Luke won by adding the tickets from both games: 2 tickets (whack a mole) + 13 tickets (skee ball).
2. Use the total number of tickets to determine how many pieces of candy he can buy by dividing the total tickets by the cost of one piece of candy (3 tickets).
3. Apply the formula for division: Total Tickets ÷ Cost per Candy = Number of Candies.
4. Round down the result to the nearest whole number, as he cannot buy a fraction of a candy.",floor((var_A + var_B) / var_C),"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    number_of_candies = total_tickets // var_C
    return number_of_candies","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,33,33.0,33.0,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?","1. Start with the initial number of socks Oliver has, which is 11.
2. Subtract the number of old socks he threw away, which is 4. This can be represented as: 11 - 4.
3. Calculate the result from step 2 to find out how many socks he has left after throwing away the old ones.
4. Add the number of new socks he bought, which is 26, to the result from step 3. This can be represented as: (result from step 3) + 26.
5. Calculate the final total to find out how many socks Oliver has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",False,
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,5,5.0,5.0,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?","1. Calculate the total number of shirts Dave had to wash by adding the number of short sleeve shirts and long sleeve shirts: 29 + 11.
2. Determine the total number of shirts Dave did not wash by subtracting the number of shirts he washed (35) from the total number of shirts calculated in step 1.
3. Present the final result as the number of shirts Dave did not wash.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    not_washed = total_shirts - var_C
    return not_washed","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",False,
 A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ,3,3,3.0,3.0,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,"1. **Calculate the total number of chicken wings**: Add the number of wings already cooked (6) to the number of wings cooked for the group (3). 
   - Formula: Total wings = 6 + 3

2. **Determine the total number of friends**: Identify the number of friends in the group, which is given as 3.

3. **Divide the total number of wings by the number of friends**: Use division to find out how many wings each friend gets.
   - Formula: Wings per person = Total wings / Number of friends

4. **Perform the calculations**: Substitute the values into the formulas from steps 1 and 3 to find the final answer.",(var_B + var_C) / var_A,"def solution(var_A, var_B, var_C):
    total_wings = var_B + var_C
    wings_per_person = total_wings // var_A
    return wings_per_person","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",False,
 Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ,9,9,9.0,9.0,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,"1. Start with the total number of files Katie had, which is 85.
2. Subtract the number of files she deleted (40) from the total number of files: 85 - 40.
3. Calculate the remaining number of files after deletion.
4. Divide the remaining number of files by the number of files per folder (5) to find out how many folders she created: Remaining files ÷ 5.
5. The result from the division will give the total number of folders Katie ended up with.",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    remaining_files = var_A - var_B
    total_folders = remaining_files // var_C
    return total_folders

exec(""print(solution(85, 40, 5))"")","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",False,
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,7,7.0,7.0,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?","1. Calculate the total amount of candy Katie and her sister received by adding the pieces of candy each had: 10 (Katie) + 6 (sister) = 16 pieces of candy.

2. Determine how many pieces of candy they ate on the first night, which is given as 9 pieces.

3. Subtract the number of pieces eaten from the total amount of candy: 16 (total candy) - 9 (pieces eaten) = 7 pieces of candy left.

4. Conclude that the final answer is the number of pieces of candy they have left after eating.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_candy = var_A + var_B
    candy_left = total_candy - var_C
    return candy_left","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",False,
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,,,,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?","1. Calculate the total amount of money Frank has by adding his savings to his allowance: 3 dollars + 37 dollars.
2. Determine the total amount of money Frank has after the addition.
3. Use the formula for the number of toys he can buy: Total amount of money ÷ Cost of one toy (8 dollars).
4. Perform the division to find out how many 8 dollar toys Frank can buy.
5. Since he cannot buy a fraction of a toy, round down to the nearest whole number if necessary.",floor((var_A + var_B) / var_C),"def solution(var_A, var_B, var_C):
    total_money = var_A + var_B
    number_of_toys = total_money // var_C
    return number_of_toys","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
 A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ,2,2,2,2.0,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,"1. Determine the number of coloring books remaining after the sale by subtracting the number sold (38) from the initial stock (48). 
   - Formula: Remaining books = Initial stock - Sold books

2. Calculate the number of shelves needed by dividing the remaining number of coloring books by the number of books that can fit on each shelf (5).
   - Formula: Number of shelves = Remaining books / Books per shelf

3. Since the number of shelves must be a whole number, round up if necessary to account for any leftover books that do not fill a complete shelf. 
   - Concept: Use the ceiling function if there is a remainder in the division.",math.ceil((var_A - var_B) / var_C),"def solution(var_A, var_B, var_C):
    remaining_books = var_A - var_B
    number_of_shelves = (remaining_books + var_C - 1) // var_C
    return number_of_shelves","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",False,
 Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Lana have total? ,21,21,21.0,21.0,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,"1. Identify the number of boxes of clothing: Lana has 3 boxes.
2. Determine the number of scarves in each box: Each box contains 3 scarves.
3. Calculate the total number of scarves: Multiply the number of boxes (3) by the number of scarves per box (3).
4. Determine the number of mittens in each box: Each box contains 4 mittens.
5. Calculate the total number of mittens: Multiply the number of boxes (3) by the number of mittens per box (4).
6. Add the total number of scarves and mittens together to find the total pieces of winter clothing.",var_A * var_B + var_A * var_C,"def solution(var_A, var_B, var_C):
    total_scarves = var_A * var_B
    total_mittens = var_A * var_C
    total_clothing = total_scarves + total_mittens
    return total_clothing","{'var_A': 3.0, 'var_B': 3.0, 'var_C': 4.0}",False,
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,50,50.0,50.0,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?","1. Start with the initial number of apples in the cafeteria, which is 14.
2. Subtract the number of apples used to make lunch, which is 13. This will give you the remaining apples.
3. Add the number of apples bought, which is 49, to the remaining apples from step 2.
4. The result from step 3 will give you the total number of apples in the cafeteria after the lunch preparation and the new purchase.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_apples = var_A - var_B
    total_apples = remaining_apples + var_C
    return total_apples","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",False,
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,21,21.0,21.0,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?","1. Calculate the total number of students trying out for the basketball team by adding the number of girls and boys: 9 girls + 14 boys = total students.

2. Determine the number of students who made the cut, which is given as 2.

3. Subtract the number of students who made the cut from the total number of students to find out how many students didn't make the cut: total students - 2.

4. The result from step 3 will give the number of students who didn't make the cut.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_students = var_A + var_B
    students_made_cut = var_C
    students_did_not_make_cut = total_students - students_made_cut
    return students_did_not_make_cut","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",False,
 A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31,31,31.0,31.0,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,"1. Start with the initial number of oranges in the bin, which is 5.
2. Subtract the number of old oranges thrown away, which is 2. This gives you the remaining oranges.
3. Add the number of new oranges added to the bin, which is 28.
4. Calculate the total number of oranges in the bin after the old ones are removed and the new ones are added. 

The formula used here is: 
Total Oranges = Initial Oranges - Old Oranges + New Oranges.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    total_oranges = var_A - var_B + var_C
    return total_oranges","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",False,
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,2,2,2.0,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?","1. Calculate the total number of people going on the field trip by adding the number of students and adults: 2 students + 6 adults = 8 people.

2. Determine how many vans are needed by dividing the total number of people by the capacity of each van: 8 people ÷ 4 people per van.

3. Since the number of vans must be a whole number, round up to the nearest whole number if there is a remainder from the division.

4. The final answer will be the total number of vans needed for the trip.",math.ceil((var_B + var_C) / var_A),"def solution(var_A, var_B, var_C):
    total_people = var_B + var_C
    vans_needed = (total_people + var_A - 1) // var_A
    return vans_needed","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",False,
 A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2,2,2,2.0,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,"1. **Calculate the total number of bears**: Add the initial number of bears (5) to the number of bears received in the shipment (7). Use the formula: Total Bears = Initial Bears + Shipment Bears.

2. **Determine the total number of bears**: Perform the addition: Total Bears = 5 + 7.

3. **Calculate the number of shelves needed**: Divide the total number of bears by the number of bears that can fit on each shelf (6). Use the formula: Number of Shelves = Total Bears / Bears per Shelf.

4. **Perform the division**: Calculate the number of shelves by dividing the total number of bears by 6.

5. **Round up if necessary**: Since you cannot have a fraction of a shelf, round up to the nearest whole number if the division does not result in a whole number.",math.ceil((var_A + var_B) / var_C),"def solution(var_A, var_B, var_C):
    total_bears = var_A + var_B
    number_of_shelves = (total_bears + var_C - 1) // var_C
    return number_of_shelves","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",False,
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?","1. Determine the total number of chocolate bars sold by Rachel. Since she sold all but 4 bars from a total of 13 bars, calculate: 13 - 4 = 9 bars sold.

2. Calculate the total revenue from the sold chocolate bars. Since each chocolate bar costs $2, multiply the number of bars sold by the cost per bar: 9 bars × $2/bar.

3. Perform the multiplication to find the total amount of money Rachel made from selling the chocolate bars. 

4. State the final amount as the answer.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    bars_sold = var_B - var_C
    total_revenue = bars_sold * var_A
    return total_revenue","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",False,
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,30,30.0,30.0,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?","1. Determine how many more action figures John needs to complete his collection by subtracting the number he has (6) from the total needed (11). 
   - Formula: Total needed - Current amount = Additional needed
   - Calculation: 11 - 6 = 5

2. Calculate the total cost for the additional action figures by multiplying the number of additional figures needed (5) by the cost of each figure ($6).
   - Formula: Additional needed × Cost per figure = Total cost
   - Calculation: 5 × 6 = 30

3. Conclude that John needs $30 to finish his collection.",(var_B - var_A) * var_C,"def solution(var_A, var_B, var_C):
    additional_needed = var_B - var_A
    total_cost = additional_needed * var_C
    return total_cost","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",False,
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?","1. Determine the total number of chocolate bars in the box, which is given as 9 bars.
2. Calculate the number of chocolate bars Wendy sold by subtracting the 3 bars she did not sell from the total: 9 - 3 = 6 bars sold.
3. Use the cost of each chocolate bar, which is $3, to find the total revenue from the sold bars: 6 bars × $3 per bar.
4. Perform the multiplication to find the total amount of money Wendy made from selling the chocolate bars.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    total_bars = var_B
    sold_bars = total_bars - var_C
    total_money = sold_bars * var_A
    return total_money","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",False,
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,18,18.0,18.0,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?","1. Identify the number of adults and children in the group: 2 adults and 4 children.
2. Determine the total number of meals ordered: 2 (adults) + 4 (children) = 6 meals.
3. Identify the cost per meal: Each meal costs 3 dollars.
4. Calculate the total cost of the meals: Total meals (6) multiplied by the cost per meal (3 dollars).
5. Write the equation for the total bill: Total bill = 6 meals × 3 dollars/meal. 
6. Compute the total bill to find the final amount.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_meals = var_A + var_B
    total_bill = total_meals * var_C
    return total_bill","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",False,
