Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,Subtraction,265.0,-301.0,,-301.0,Nell collects baseball cards. She had var_A cards while Jeff had var_B cards. She gave some of her cards to Jeff and now has var_C cards left. How many cards does Jeff have now?,"1. Subtract the number of cards Nell has now from the number of cards she had initially to find out how many cards she gave to Jeff.
2. Subtract the number of cards Nell has now from the number of cards she gave to Jeff to find out how many cards Jeff has now.","var_C = var_A - var_B
var_C = D - E","def solution(var_A, var_B, var_C):
    Nell_cards = var_A - var_B
    Jeff_cards = var_B - var_C
    return Jeff_cards","{'var_A': 566.0, 'var_B': 234.0, 'var_C': 535.0}",False,
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,Subtraction,7.0,,4.0,,Rebecca wants to split a collection of eggs into groups of var_A Rebecca has var_B marbles and var_C eggs. How many more eggs does Rebecca have than marbles?,"1. Divide the number of marbles by 20 to find out how many groups of 20 eggs Rebecca can make.
2. Subtract the number of marbles from the number of groups of eggs to find out how many more eggs Rebecca has than marbles.",var_A // var_B,"def solution(var_A, var_B):
    groups_of_eggs = var_A // 20
    eggs = var_B
    more_eggs = eggs - groups_of_eggs
    return more_eggs","{'var_A': 20.0, 'var_B': 5.0, 'var_C': 12.0}",True,'Code_Result'
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,Subtraction,12.0,,32.0,12.0,Paco had var_A cookies. He gave var_B cookies to his friend and ate var_C cookies. How many cookies did Paco have left?,"1. Subtract the number of cookies Paco gave away from the total number of cookies to find out how many cookies he had left.
2. Subtract the number of cookies Paco ate from the number of cookies he had left to find out how many cookies he had left.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    # Step 1: Subtract the number of cookies Paco gave away from the total number of cookies
    remaining_cookies = var_A - var_B
    
    # Step 2: Subtract the number of cookies Paco ate from the number of cookies he had left
    remaining_cookies -= var_C
    return remaining_cookies","{'var_A': 36.0, 'var_B': 14.0, 'var_C': 10.0}",True,'Code_Result'
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?,Multiplication,154.0,154.0,154.0,154.0,Faye was placing her pencils into var_A rows with var_B pencils in each row. How many pencils does she have?,1. Multiply the number of rows by the number of pencils in each row to find the total number of pencils.,(var_A * var_B),"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 14.0, 'var_B': 11.0}",False,
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon?,Subtraction,1.0,,1.0,3.0,Jack received var_A emails in the morning and some more in the afternoon. If he received a total of var_B emails in the day How many emails did Jack receive in the afternoon?,"1. Subtract the number of emails received in the morning from the total number of emails to find out how many emails Jack received in the afternoon.
2. Add the number of emails received in the afternoon to the number of emails received in the morning to find the total number of emails received in the day.",var_B - var_A,"def solution(var_A, var_B):
    afternoon_emails = var_A - var_B
    total_emails = var_A + afternoon_emails
    return total_emails","{'var_A': 4.0, 'var_B': 5.0}",True,'Code_Result'
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,Subtraction,1.0,-1.0,-1.0,-1.0,Dave had var_A apps on his phone. After adding some he had var_B left. How many apps did he add?,1. Subtract the number of apps Dave had left from the number he had initially to find out how many apps he added.,(var_A - var_B),"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 17.0, 'var_B': 18.0}",False,
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,Subtraction,9.0,25.0,,25.0,Jake has var_A fewer peaches than Steven and var_B more peaches than Jill. Steven has var_C peaches. How many peaches does Jake have?,"1. Let's say Jake has x peaches.
2. Since Steven has 16 peaches, Jake has 16 - 7 = 9 peaches less than Steven.
3. So Jake has 9 peaches more than Jill.
4. Let's say Jill has y peaches.
5. Then Jake has y + 9 peaches.
6. We know that Jake has 9 peaches more than Jill, so y + 9 = x.
7. We also know that Jake has 16 peaches, so x = 16.
8. Substitute x = 16 into y + 9 = x to find y.
9. y + 9 = 16
10. y = 7",16 - 7 = 9,"def solution(var_A, var_B, var_C):
    return var_A + 9 + var_B","{'var_A': 7.0, 'var_B': 9.0, 'var_C': 16.0}",False,
Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them. How many apples were there on all trees initially?,Addition,33.0,88.0,,88.0,Rachel has var_A apple trees. She picked var_B apples from each of her trees. Now the trees have a total var_C apples still on them. How many apples were there on all trees initially?,"1. Let's say the number of apples on each tree is x.
2. Since Rachel picked 8 apples from each tree, the total number of apples picked is 3x.
3. The total number of apples on the trees is 3x + 3x = 6x.
4. We know that the trees have a total of 9 apples still on them, so we can set up the equation:
6x = 9
5. Divide both sides by 6 to find the initial number of apples on the trees:
x = 9/6
6. Simplify the fraction to find the initial number of apples on the trees:
x = 1.5","1. var_A
2. var_B + var_B
3. 2 * var_B
4. 2 * var_B = 9","def solution(var_A, var_B, var_C):
    return (var_A + var_B) * var_C - var_A - var_B","{'var_A': 3.0, 'var_B': 8.0, 'var_C': 9.0}",False,
"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening?",Addition,11.0,,-1.0,0.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the morning and evening?","1. Add the number of emails received in the morning and evening.
2. Subtract the number of emails received in the afternoon from the total.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    morning = var_A + var_B
    afternoon = var_A + var_B
    evening = var_A + var_B
    total = morning - afternoon
    return total","{'var_A': 3.0, 'var_B': 4.0, 'var_C': 8.0}",True,'Code_Result'
"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket?",Addition,22.0,,80.0,22.0,"var_A red peaches, var_B yellow peaches and var_C green peaches are in the basket. How many red and green peaches are in the basket?","1. Add the number of red and green peaches together.
2. Subtract the number of yellow peaches from the total.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_peaches = var_A + var_B + var_C
    red_and_green = total_peaches - var_B
    return red_and_green","{'var_A': 6.0, 'var_B': 90.0, 'var_C': 16.0}",True,'Code_Result'
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite?,Addition,95.0,95.0,95.0,95.0,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had var_A invitations in it and she bought var_B packs. Then she bought var_C extra invitations. How many friends can she invite?,"1. Multiply the number of invitations in each pack by the number of packs Carol bought.
2. Add the extra invitations to the total number of invitations.",(var_A * var_B + var_C),"def solution(var_A, var_B, var_C):
    total_invitations = var_A * var_B + var_C
    return total_invitations","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 11.0}",False,
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have?,Subtraction,3.0,,5.0,2.0,Rachel had to complete var_A pages of math homework and var_B pages of reading homework. How many more pages of math homework than reading homework did she have?,"1. Add the number of pages of math homework and reading homework.
2. Subtract the number of pages of reading homework from the number of pages of math homework.",(var_A + var_B) - var_B,"def solution(var_A, var_B):
    math_pages = var_A + var_B
    reading_pages = var_A
    difference = math_pages - reading_pages
    return difference","{'var_A': 5.0, 'var_B': 2.0}",True,'Code_Result'
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,Subtraction,14.0,-55.0,-55.0,-55.0,Paige raised var_A goldfish and var_B catfish in the pond but stray cats loved eating them. Now she has var_C left. How many goldfish disappeared?,"1. Subtract the number of goldfish and catfish Paige has left from the total number of goldfish and catfish she started with.
2. The result is the number of goldfish that disappeared.",(var_A - var_B),"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 16.0, 'var_B': 71.0, 'var_C': 2.0}",False,
White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,Common-Division,22.0,22.0,22.0,22.0,White t - shirts can be purchased in packages. If mom buys var_A white t - shirts where each package has var_B white t - shirts. How many packages will she have?,"1. Divide the total number of t-shirts by the number of t-shirts per package to find out how many packages she can buy.
2. If the result is a whole number, then she can buy the whole packages. If the result is a fraction, then she can buy the whole packages and have some t-shirts left over.",var_A // var_B,"def solution(var_A, var_B):
    packages = var_A // var_B
    if packages == var_B:
        packages += 1
    return packages","{'var_A': 66.0, 'var_B': 3.0}",False,
The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game How much money did they make from selling the t-shirts?,Multiplication,8265.0,376.0,,376.0,The Razorback t - shirt shop makes $ var_A dollars off each t - shirt sold. During the Arkansas game and the Texas tech game they sold a total of var_B t - shirts. If they sold var_C t - shirts during the Arkansas game How much money did they make from selling the t - shirts?,"1. Subtract the number of t-shirts sold during the Arkansas game from the total number of t-shirts sold to find out how many t-shirts were sold during the Texas Tech game.
2. Multiply the number of t-shirts sold during the Texas Tech game by the price of each t-shirt to find out how much money they made from selling the t-shirts.",var_C = var_B - var_A,"def solution(var_A, var_B, var_C):
    # Step 1: Subtract the number of t-shirts sold during the Arkansas game from the total number of t-shirts sold
    t_shirts_sold = var_B - var_A
    # Step 2: Multiply the number of t-shirts sold during the Texas Tech game by the price of each t-shirt
    total_revenue = t_shirts_sold * var_C
    return total_revenue","{'var_A': 87.0, 'var_B': 95.0, 'var_C': 47.0}",False,
