Question,Type,Correct Answer,Predicted Answer,Response,Error,Error Message
The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,Common-Division,5.0,5.0,"To determine how many people each seat on the Ferris wheel can hold, we can follow these steps:

1. **Total number of people riding the Ferris wheel**: 20 people.
2. **Total number of seats on the Ferris wheel**: 4 seats.

Now, we need to find out how many people can fit in each seat. We can do this by dividing the total number of people by the total number of seats:

\[
\text{Number of people per seat} = \frac{\text{Total number of people}}{\text{Total number of seats}} = \frac{20}{4} = 5
\]

So, each seat can hold **5 people**.5",False,
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,Common-Division,2.0,2.0,"To determine how many days the 12 water bottles will last Debby, we can follow these steps:

1. **Identify the number of bottles Debby drinks per day**: Debby drinks 6 bottles a day.

2. **Identify the total number of bottles she has**: Debby has 12 bottles.

3. **Calculate the number of days the bottles will last**: We can do this by dividing the total number of bottles by the number of bottles she drinks per day.

   \[
   \text{Number of days} = \frac{\text{Total bottles}}{\text{Bottles per day}} = \frac{12}{6} = 2
   \]

So, the 12 water bottles will last Debby for **2 days**.2",False,
Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?,Common-Division,7.0,7.0,"To find out how many cookies each guest had, we can follow these steps:

1. **Total Cookies**: Brenda's mother made a total of 14 cookies.
2. **Number of Guests**: There are 2 guests.
3. **Cookies per Guest**: To find out how many cookies each guest had, we divide the total number of cookies by the number of guests.

   \[
   \text{Cookies per guest} = \frac{\text{Total cookies}}{\text{Number of guests}} = \frac{14}{2} = 7
   \]

So, each guest had **7 cookies**.7",False,
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,Subtraction,265.0,234.0,"Sure! Let's break it down step by step.

1. **Initial Number of Cards**:
   - Nell had 566 cards.
   - Jeff had 234 cards.

2. **Cards Given to Jeff**:
   - After giving some cards to Jeff, Nell has 535 cards left.
   - To find out how many cards Nell gave to Jeff, we can subtract the number of cards Nell has now from the number she had initially:
     \[
     \text{Cards given to Jeff} = \text{Initial cards of Nell} - \text{Cards left with Nell}
     \]
     \[
     \text{Cards given to Jeff} = 566 - 535 = 31
     \]

3. **Calculating Jeff's New Total**:
   - Now, we need to find out how many cards Jeff has after receiving the cards from Nell:
     \[
     \text{New total for Jeff} = \text{Initial cards of Jeff234 + 31 = 265

So, Jeff now has 265 cards.",False,
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,Subtraction,7.0,7.0,"To find out how many more eggs Rebecca has than marbles, we can follow these steps:

1. **Identify the number of marbles and eggs**:
   - Marbles: 5
   - Eggs: 12

2. **Calculate the difference between the number of eggs and marbles**:
   - Difference = Number of eggs - Number of marbles
   - Difference = 12 eggs - 5 marbles

3. **Perform the calculation**:
   - Difference = 12 - 5 = 7

So, Rebecca has **7 more eggs than marbles**.7",False,
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,Subtraction,12.0,12.0,"Sure! Let's break it down step by step.

1. **Initial number of cookies**: Paco starts with 36 cookies.
2. **Cookies given to a friend**: He gives away 14 cookies.
   - Calculation: 36 - 14 = 22 cookies left after giving some away.
3. **Cookies eaten by Paco**: He eats 10 cookies.
   - Calculation: 22 - 10 = 12 cookies left after eating.

So, after giving away 14 cookies and eating 10 cookies, Paco has **12 cookies left**.12",False,
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?,Multiplication,154.0,154.0,"To find out how many pencils Faye has, we can multiply the number of rows by the number of pencils in each row.

1. **Number of rows**: 14
2. **Number of pencils in each row**: 11

Now, we perform the multiplication:

\[
14 \text{ rows} \times 11 \text{ pencils/row} = 154 \text{ pencils}
\]

So, Faye has a total of **154 pencils**.154",False,
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon?,Subtraction,1.0,1.0,"Sure! Let's break it down step by step.

1. **Total Emails Received**: Jack received a total of 5 emails in the day.
2. **Emails Received in the Morning**: He received 4 emails in the morning.
3. **Emails Received in the Afternoon**: To find out how many emails he received in the afternoon, we can use the following equation:

   \[
   \text{Total Emails} = \text{Emails in the Morning} + \text{Emails in the Afternoon}
   \]

   Plugging in the numbers we have:

   \[
   5 = 4 + \text{Emails in the Afternoon}
   \]

4. **Solving for Emails in the Afternoon**: To find the number of emails Jack received in the afternoon, we can rearrange the equation:

   \[
   \text{Emails in the Afternoon} = 5 - 4
   \]

   \[
   \text{Emails1.",False,
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,Subtraction,1.0,1.0,"Let's break it down step by step:

1. **Initial Number of Apps**: Dave started with 17 apps on his phone.
2. **Final Number of Apps**: After adding some apps, he ended up with 18 apps.
3. **Finding the Number of Apps Added**: To find out how many apps he added, we can use the following equation:

   \[
   \text{Final Number of Apps} = \text{Initial Number of Apps} + \text{Number of Apps Added}
   \]

   Plugging in the numbers:

   \[
   18 = 17 + \text{Number of Apps Added}
   \]

4. **Solving for Number of Apps Added**:

   \[
   \text{Number of Apps Added} = 18 - 17 = 1
   \]

So, Dave added **1 app** to his phone.1",False,
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,Subtraction,9.0,9.0,"To find out how many peaches Jake has, we can follow these steps:

1. **Determine how many peaches Steven has**: We know from the problem that Steven has 16 peaches.

2. **Calculate how many peaches Jake has in relation to Steven**: The problem states that Jake has 7 fewer peaches than Steven. Therefore, we can calculate Jake's peaches as follows:
   \[
   \text{Jake's peaches} = \text{Steven's peaches} - 7
   \]
   Substituting in the number of peaches Steven has:
   \[
   \text{Jake's peaches} = 16 - 7 = 9
   \]

3. **Conclusion**: Jake has 9 peaches.

So, Jake has **9 peaches**.9",False,
Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them. How many apples were there on all trees initially?,Addition,33.0,33.0,"To find out how many apples were on all the trees initially, we can break it down step by step.

1. **Determine the number of apples picked**: Rachel has 3 apple trees and she picked 8 apples from each tree. Therefore, the total number of apples picked is:
   \[
   3 \text{ trees} \times 8 \text{ apples/tree} = 24 \text{ apples}
   \]

2. **Determine the number of apples remaining**: After picking the apples, there are 9 apples still on the trees.

3. **Calculate the initial number of apples**: To find the initial number of apples on all the trees, we need to add the apples picked to the apples remaining:
   \[
   \text{Initial number of apples} = \text{Apples picked} + \text{Apples remaining}
   \]
   \[
   \text{Initial number of apples} = 24 \text33",False,
"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening?",Addition,11.0,11.0,"To find out how many emails Jack received in the morning and evening, we can follow these steps:

1. **Identify the number of emails received in the morning**: Jack received 3 emails in the morning.
2. **Identify the number of emails received in the evening**: Jack received 8 emails in the evening.
3. **Add the emails from the morning and evening together**: 

   \[
   3 \text{ (morning)} + 8 \text{ (evening)} = 11
   \]

So, Jack received a total of **11 emails** in the morning and evening combined.11",False,
"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket?",Addition,22.0,22.0,"To find the total number of red and green peaches in the basket, we can follow these steps:

1. **Identify the number of red peaches**: There are 6 red peaches.
2. **Identify the number of green peaches**: There are 16 green peaches.
3. **Add the number of red and green peaches together**: 

   \[
   \text{Total red and green peaches} = \text{Number of red peaches} + \text{Number of green peaches}
   \]
   \[
   \text{Total red and green peaches} = 6 + 16
   \]
   \[
   \text{Total red and green peaches} = 22
   \]

So, there are a total of 22 red and green peaches in the basket.22",False,
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite?,Addition,95.0,95.0,"Sure! Let's break it down step by step.

1. **Determine the number of invitations in the packs:**
   - Each pack contains 14 invitations.
   - Carol bought 6 packs.
   - Total invitations from packs = 14 invitations/pack × 6 packs = 84 invitations.

2. **Add the extra invitations:**
   - Carol bought 11 extra invitations.
   - Total invitations = 84 invitations (from packs) + 11 extra invitations = 95 invitations.

3. **Conclusion:**
   - Carol can invite a total of 95 friends.

So, Carol can invite **95 friends**.95",False,
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have?,Subtraction,3.0,3.0,"To find out how many more pages of math homework Rachel had than reading homework, we can follow these steps:

1. **Identify the number of pages for each type of homework**:
   - Math homework: 5 pages
   - Reading homework: 2 pages

2. **Calculate the difference**:
   - To find out how many more pages of math homework there are than reading homework, we subtract the number of reading homework pages from the number of math homework pages:
   \[
   \text{Difference} = \text{Math homework pages} - \text{Reading homework pages}
   \]
   \[
   \text{Difference} = 5 - 2
   \]

3. **Perform the calculation**:
   \[
   \text{Difference} = 3
   \]

So, Rachel had **3 more pages of math homework than reading homework**.3",False,
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,Subtraction,14.0,85.0,"To determine how many goldfish disappeared, we can start by analyzing the information given:

1. Paige initially had 16 goldfish and 71 catfish.
2. The total number of fish she had at the beginning was:
   \[
   16 \text{ (goldfish)} + 71 \text{ (catfish)} = 87 \text{ (total fish)}
   \]
3. After some time, she ended up with only 2 fish left.

Now, we need to find out how many fish disappeared. The number of fish that disappeared is:
\[
87 \text{ (initial total)} - 2 \text{ (remaining)} = 85 \text{ (disappeared)}
\]

Next, we need to determine how many of those 85 disappeared were goldfish. Since we know she started with 16 goldfish, we can denote the number of goldfish that disappeared as \( x \) and the number of catfish that85 - x, where \( x \) is the number of goldfish that disappeared. 

Since she started with 71 catfish and ended up with 2 fish total, we can assume that the remaining fish are catfish. Therefore, if \( y \) is the number of catfish that disappeared, we have:

1. The total number of fish that disappeared is 85.
2. The number of catfish remaining is \( 71 - y \).

Since she has only 2 fish left, and we assume they are catfish, we can conclude that:

\[
71 - y = 2 \implies y = 69
\]

Now, substituting \( y \) back into the equation for the total number of disappeared fish:

\[
x + y = 85 \implies x + 69 = 85 \implies x = 16
\]

Thus, the number of goldfish that disappeared is:

**16**",False,
White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,Common-Division,22.0,22.0,"To find out how many packages of white t-shirts mom will have, we can follow these steps:

1. **Determine the total number of t-shirts**: Mom buys 66 white t-shirts.

2. **Identify the number of t-shirts per package**: Each package contains 3 white t-shirts.

3. **Calculate the number of packages**: To find out how many packages mom needs, we divide the total number of t-shirts by the number of t-shirts in each package.

   \[
   \text{Number of packages} = \frac{\text{Total t-shirts}}{\text{T-shirts per package}} = \frac{66}{3}
   \]

4. **Perform the division**:

   \[
   \frac{66}{3} = 22
   \]

So, mom will have **22 packages** of white t-shirts.22",False,
The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game How much money did they make from selling the t-shirts?,Multiplication,8265.0,95.0,"To find out how much money the Razorback t-shirt shop made from selling the t-shirts, we can follow these steps:

1. **Determine the number of t-shirts sold during the Texas Tech game**:
   - Total t-shirts sold = 95
   - T-shirts sold during the Arkansas game = 47
   - T-shirts sold during the Texas Tech game = Total t-shirts - T-shirts sold during the Arkansas game
   \[
   \text{T-shirts sold during Texas Tech game} = 95 - 47 = 48
   \]

2. **Calculate the total revenue from selling the t-shirts**:
   - Each t-shirt sold for $87.
   - Total t-shirts sold = 95
   - Total revenue = Total t-shirts sold × Price per t-shirt
   \[
   \text{Total revenue} = 95 \times 87
   \]

3. **Perform the multiplication**:
   \[
   95To calculate the total revenue from selling the t-shirts, we perform the multiplication:

\[
\text{Total revenue} = 95 \times 87
\]

Calculating that:

\[
95 \times 87 = 8265
\]

Therefore, the Razorback t-shirt shop made **8265** dollars from selling the t-shirts.",False,
