Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,Multiplication,63.0,63.0,63.0,63.0,Ryan learns english and chinese for var_A days. Every day he spends var_B hours on learning english and var_C hours on learning chinese. How many hours does he spend on learning english and chinese in all?,"1. Identify the total number of days Ryan learns languages, which is 7 days.
2. Calculate the total hours spent on learning English by multiplying the number of days (7) by the hours spent each day (4 hours).
   - Formula: Total English hours = Days × Hours per day (English)
3. Calculate the total hours spent on learning Chinese by multiplying the number of days (7) by the hours spent each day (5 hours).
   - Formula: Total Chinese hours = Days × Hours per day (Chinese)
4. Add the total hours spent on learning English and the total hours spent on learning Chinese to find the overall total hours spent on both languages.
   - Formula: Total hours = Total English hours + Total Chinese hours
5. Present the final result as the total hours spent on learning both languages.",var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_english_hours = var_A * var_B
    total_chinese_hours = var_A * var_C
    total_hours = total_english_hours + total_chinese_hours
    return total_hours","{'var_A': 7.0, 'var_B': 4.0, 'var_C': 5.0}",False,
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,17.0,,17.0,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,"1. Let the number of marbles Doug originally had be represented as D. According to the problem, Ed had D + 2 marbles initially.

2. After Doug lost some marbles, let the number of marbles he has now be represented as D - x, where x is the number of marbles Doug lost.

3. The problem states that now Ed has 19 more marbles than Doug. Therefore, we can set up the equation: (D + 2) = (D - x) + 19.

4. Simplify the equation to isolate x: D + 2 = D - x + 19.

5. Rearrange the equation to solve for x: x = (D - (D + 2 - 19)).

6. Calculate the value of x to find out how many marbles Doug lost.",x = (var_A - (var_B + var_A - 19)),"def solution(var_A, var_B):
    D = var_A - 2
    x = D - (D + 2 - var_B)
    return x","{'var_A': 2.0, 'var_B': 19.0}",False,
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,Addition,10.0,10.0,10.0,10.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags of cans and var_C bags of bottles. How many bags of cans did she have altogether?,"1. Identify the number of bags of cans Tiffany had on Monday, which is 3 bags.
2. Determine the number of additional bags of cans she found on Tuesday, which is 7 bags.
3. Note that the bags of bottles (44 bags) are not relevant to the total count of bags of cans.
4. Add the number of bags of cans from Monday (3 bags) to the number of bags of cans found on Tuesday (7 bags).
5. Use the formula for addition: Total bags of cans = Bags on Monday + Bags found on Tuesday.
6. Calculate the total to find out how many bags of cans she had altogether.",var_A + var_B,"def solution(var_A, var_B, var_C):
    total_bags_of_cans = var_A + var_B
    return total_bags_of_cans","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 44.0}",False,
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today?,Subtraction,7.0,7.0,7.0,7.0,A farmer had var_A tomatoes in his garden. If he picked var_B of them yesterday and var_C today. How many will he have left after today?,"1. Start with the total number of tomatoes the farmer had initially, which is 171.
2. Calculate the total number of tomatoes picked by adding the tomatoes picked yesterday (134) and today (30).
3. Use the formula for subtraction: Total tomatoes left = Initial tomatoes - Total picked tomatoes.
4. Subtract the total picked tomatoes from the initial number of tomatoes to find out how many tomatoes are left after today.",var_A - (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_picked = var_B + var_C
    total_left = var_A - total_picked
    return total_left","{'var_A': 171.0, 'var_B': 134.0, 'var_C': 30.0}",False,
Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game. How many games did she play?,Common-Division,3.0,,3.0,,Melissa scored a total of var_A points playing some games. Is she scored var_B points in each game. How many games did she play?,"1. Identify the total points scored by Melissa, which is 21 points.
2. Identify the points scored per game, which is 7 points.
3. Use the formula for total points: Total Points = Points per Game × Number of Games.
4. Rearrange the formula to find the Number of Games: Number of Games = Total Points / Points per Game.
5. Substitute the known values into the rearranged formula: Number of Games = 21 / 7.
6. Calculate the result to find the number of games played by Melissa.",var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B

exec(""print(solution(21, 7))"")","{'var_A': 21.0, 'var_B': 7.0}",True,'Code_Result'
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?,Subtraction,24.0,,24.0,112.0,var_A children were riding on the bus. At the bus stop var_B children got off the bus while some more got on the bus. Then there were var_C children altogether on the bus. How many more children got off the bus than those that got on?,"To solve the problem, follow these rough steps:

1. **Identify the initial number of children on the bus**: Start with 36 children.

2. **Calculate the number of children after some got off**: Subtract the 68 children who got off the bus from the initial 36 children.

3. **Determine the final number of children on the bus**: After some children got off, there were 12 children left on the bus.

4. **Set up the equation**: Use the information from steps 2 and 3 to create an equation that represents the number of children who got on the bus.

5. **Solve for the number of children who got on the bus**: Rearrange the equation to find out how many children got on the bus.

6. **Calculate the difference**: Subtract the number of children who got on the bus from the number of children who got off to find out how many more children got off than those that got on.",var_B - (var_C - var_A + var_B),"def solution(var_A, var_B, var_C):
    initial_children = var_A
    children_after_getting_off = initial_children - var_B
    children_got_on = children_after_getting_off - var_C
    difference = var_B - children_got_on
    return difference","{'var_A': 36.0, 'var_B': 68.0, 'var_C': 12.0}",True,'Code_Result'
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,Common-Division,2.0,"(14.0, 2.0)",,"(14.0, 2.0)",You had var_A bags with equal number of cookies. If you had var_B cookies and var_C candies in total How many bags of cookies do you have?,"1. Identify the total number of bags of cookies, which is given as 14.
2. Recognize that the problem states there are 28 cookies distributed equally among the 14 bags.
3. Use the formula for finding the number of cookies per bag: Number of cookies per bag = Total cookies / Number of bags.
4. Calculate the number of cookies per bag using the values provided: 28 cookies / 14 bags.
5. Confirm that the total number of bags of cookies remains 14, as stated in the problem.",var_A = 14,"def solution(var_A, var_B, var_C):
    total_bags = var_A
    total_cookies = var_B
    total_candies = var_C
    cookies_per_bag = total_cookies / total_bags
    return total_bags, cookies_per_bag","{'var_A': 14.0, 'var_B': 28.0, 'var_C': 86.0}",False,
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,Subtraction,28.0,28.0,28.0,28.0,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of var_A g of colors to paint them. If the feathers require var_B g of wax and right now he just needs var_C g How many grams of wax does he already have?,"To solve the problem, follow these rough steps:

1. Identify the total amount of wax needed for the feathers, which is given as 288 g.
2. Determine the amount of wax that is currently needed, which is stated as 260 g.
3. Calculate the amount of wax that is already available by subtracting the current need from the total required amount: 
   - Use the formula: Amount of wax already available = Total wax needed - Current wax needed.
4. Perform the subtraction to find the grams of wax already available. 

This will give you the answer to how many grams of wax he already has.",var_B - var_C,"def solution(var_A, var_B, var_C):
    total_wax_needed = var_B
    current_wax_needed = var_C
    wax_already_available = total_wax_needed - current_wax_needed
    return wax_already_available","{'var_A': 49.0, 'var_B': 288.0, 'var_C': 260.0}",False,
Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park?,Addition,9.0,9.0,9.0,9.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Jake then bought var_C more balloons at the park. How many balloons did Jake bring to the park?,"1. Identify the number of balloons Jake initially brought to the park, which is 6.
2. Determine the number of additional balloons Jake bought at the park, which is 3.
3. Use the addition formula to find the total number of balloons Jake brought to the park: Total balloons = Initial balloons + Additional balloons.
4. Substitute the known values into the formula: Total balloons = 6 + 3.
5. Calculate the total to find out how many balloons Jake brought to the park.",var_B + var_C,"def solution(var_A, var_B, var_C):
    initial_balloons = var_B
    additional_balloons = var_C
    total_balloons = initial_balloons + additional_balloons
    return total_balloons","{'var_A': 5.0, 'var_B': 6.0, 'var_C': 3.0}",False,
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,Subtraction,369.0,,369.0,"(369.0, 21.705882352941178)",The cave is var_A feet deep and they are already at var_B feet. If they are travelling at speed of var_C How much farther until they reach the end of the cave?,"1. Determine the remaining distance to the end of the cave by subtracting the current depth (849 feet) from the total depth of the cave (1218 feet). 
   - Formula: Remaining Distance = Total Depth - Current Depth

2. Calculate the remaining distance using the values provided: 
   - Remaining Distance = 1218 feet - 849 feet

3. The result from step 2 will give you the distance left to travel in feet.

4. If needed, you can also calculate the time it will take to reach the end of the cave by dividing the remaining distance by the speed (17 feet per unit of time).
   - Formula: Time = Remaining Distance / Speed

5. Use the result from step 3 to find the time in the context of the problem if required.",var_A - var_B,"def solution(var_A, var_B, var_C):
    remaining_distance = var_A - var_B
    time = remaining_distance / var_C
    return remaining_distance, time","{'var_A': 1218.0, 'var_B': 849.0, 'var_C': 17.0}",True,'Code_Result'
Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples. How many apples does Jake have?,Addition,11.0,11.0,11.0,11.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many apples does Jake have?,"1. Identify the number of peaches Steven has, which is given as 9.
2. Calculate the number of peaches Jake has by subtracting 13 from the number of peaches Steven has: \( \text{Jake's peaches} = 9 - 13 \).
3. Identify the number of apples Steven has, which is given as 8.
4. Calculate the number of apples Jake has by adding 3 to the number of apples Steven has: \( \text{Jake's apples} = 8 + 3 \).
5. Conclude with the total number of apples Jake has based on the calculation from step 4.",var_D + var_B,"def solution(var_A, var_B, var_C, var_D):
    steven_peaches = var_C
    jake_peaches = steven_peaches - var_A
    steven_apples = var_D
    jake_apples = steven_apples + var_B
    return jake_apples","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 9.0, 'var_D': 8.0}",False,
An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today. How many shirts did machine make altogether?,Multiplication,156.0,86.0,86.0,86.0,An industrial machine can make var_A shirts a minute. It worked for var_B minutes yesterday and for var_C shirts today. How many shirts did machine make altogether?,"1. Calculate the number of shirts made by the machine yesterday by multiplying the rate of shirt production (6 shirts per minute) by the time it worked (12 minutes). 
   - Formula: Shirts made yesterday = Rate × Time = 6 shirts/minute × 12 minutes.

2. Note the number of shirts made today, which is given as 14 shirts.

3. Add the number of shirts made yesterday to the number of shirts made today to find the total number of shirts made altogether.
   - Formula: Total shirts = Shirts made yesterday + Shirts made today. 

4. Perform the addition to find the final total.",var_A * var_B + var_C,"def solution(var_A, var_B, var_C):
    shirts_made_yesterday = var_A * var_B
    shirts_made_today = var_C
    total_shirts = shirts_made_yesterday + shirts_made_today
    return total_shirts","{'var_A': 6.0, 'var_B': 12.0, 'var_C': 14.0}",False,
Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park. How many balloons did Allan and Jake have in the park?,Addition,8.0,8.0,8.0,8.0,Allan brought var_A balloons and var_B balls while Jake brought var_C balloons and var_D balls to the park. How many balloons did Allan and Jake have in the park?,"1. Identify the number of balloons Allan brought: 3 balloons.
2. Identify the number of balloons Jake brought: 5 balloons.
3. Use the addition operation to find the total number of balloons: Total balloons = Allan's balloons + Jake's balloons.
4. Substitute the known values into the equation: Total balloons = 3 + 5.
5. Calculate the total to find the answer.",var_A + var_C,"def solution(var_A, var_B, var_C, var_D):
    total_balloons = var_A + var_C
    return total_balloons","{'var_A': 3.0, 'var_B': 20.0, 'var_C': 5.0, 'var_D': 59.0}",False,
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?",Subtraction,2.0,,2.0,,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on tuesday?","1. Identify the number of kids Julia played with on Monday, which is 9.
2. Identify the number of kids Julia played with on Tuesday, which is 7.
3. Use the subtraction formula to find the difference: Number of kids on Monday - Number of kids on Tuesday.
4. Calculate the difference: 9 - 7.
5. State the result as the number of more kids Julia played with on Monday than on Tuesday.",var_A - var_B,"def solution(var_A, var_B, var_C):
    monday_kids = var_A
    tuesday_kids = var_B
    difference = monday_kids - tuesday_kids
    return difference

exec(""print(solution(9, 7, 0))"")","{'var_A': 9.0, 'var_B': 7.0, 'var_C': 96.0}",True,'Code_Result'
He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?,Common-Division,5.0,5.0,5.0,5.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and that each sack containes var_B oranges. How many days will it take to harvest var_C sacks of oranges?,"1. Identify the total number of sacks to be harvested, which is 80 sacks.
2. Determine the rate of harvesting, which is 16 sacks per day.
3. Use the formula for calculating the number of days required: 
   \[
   \text{Number of days} = \frac{\text{Total sacks}}{\text{Sacks per day}}
   \]
4. Substitute the known values into the formula: 
   \[
   \text{Number of days} = \frac{80 \text{ sacks}}{16 \text{ sacks/day}}
   \]
5. Perform the division to find the total number of days needed to harvest 80 sacks.",var_C / var_A,"def solution(var_A, var_B, var_C):
    total_sacks = var_C
    sacks_per_day = var_A
    number_of_days = total_sacks / sacks_per_day
    return number_of_days","{'var_A': 16.0, 'var_B': 57.0, 'var_C': 80.0}",False,
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have?,Subtraction,7.0,7.0,7.0,7.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C apples and var_D peaches. How many more peaches than apples does Steven have?,"1. Identify the number of apples Steven has, which is given as 11.
2. Identify the number of peaches Steven has, which is given as 18.
3. Calculate the difference between the number of peaches and apples Steven has by subtracting the number of apples from the number of peaches: Peaches - Apples = 18 - 11.
4. Simplify the result to find how many more peaches than apples Steven has.",var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    apples_steven = var_C
    peaches_steven = var_D
    difference = peaches_steven - apples_steven
    return difference","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 11.0, 'var_D': 18.0}",False,
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Subtraction,268627.0,,268627.0,,Lawrence county has var_A kids. During summer break var_B kids go to camp and the rest stay home. How many kids stay home?,"1. Identify the total number of kids in Lawrence county, which is 898051.
2. Identify the number of kids going to camp, which is 629424.
3. Use the subtraction formula to find the number of kids staying home: Total kids - Kids going to camp.
4. Perform the subtraction: 898051 - 629424.
5. The result will give the number of kids who stay home during summer break.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B

exec(""print(solution(898051, 629424))"")","{'var_A': 898051.0, 'var_B': 629424.0}",True,'Code_Result'
Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,Subtraction,125.0,,125.0,,Because of the decision Sofia asked var_A students to suggest specific types of food. var_B students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,"1. Identify the total number of students who were asked: 310 students.
2. Identify the number of students who suggested adding mashed potatoes: 185 students.
3. Use the concept of subtraction to find the number of students who suggested adding bacon: 
   - Total students - Students suggesting mashed potatoes = Students suggesting bacon.
4. Perform the subtraction: 310 - 185 = Number of students suggesting bacon.
5. Calculate the result to find the number of students who suggested bacon.",310 - var_B,"def solution(var_A, var_B):
    total_students = var_A
    students_suggesting_mashed_potatoes = var_B
    students_suggesting_bacon = total_students - students_suggesting_mashed_potatoes
    return students_suggesting_bacon

exec(""print(solution(310, 185))"")","{'var_A': 310.0, 'var_B': 185.0}",True,'Code_Result'
"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?",Addition,13.0,13.0,13.0,13.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the afternoon and evening?","1. Identify the number of emails Jack received in the afternoon, which is 5.
2. Identify the number of emails Jack received in the evening, which is 8.
3. Use the addition operation to combine the number of emails from the afternoon and evening: 5 (afternoon) + 8 (evening).
4. Calculate the total number of emails received in the afternoon and evening.",var_B + var_C,"def solution(var_A, var_B, var_C):
    afternoon = var_B
    evening = var_C
    total = afternoon + evening
    return total","{'var_A': 4.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia How many bird families flew away for the winter?,Addition,118.0,118.0,118.0,118.0,Winter is almost here and most animals are migrating to warmer countries. There are var_A bird families living near the mountain. If var_B bird families flew away to africa and var_C bird families flew away to asia How many bird families flew away for the winter?,"To solve the problem, follow these steps:

1. Identify the total number of bird families that flew away to Africa and Asia.
2. Use addition to combine the number of bird families that flew to Africa (38) and the number that flew to Asia (80).
3. Write the equation: Total bird families that flew away = 38 (to Africa) + 80 (to Asia).
4. Calculate the total from the equation to find out how many bird families flew away for the winter.",var_B + var_C,"def solution(var_A, var_B, var_C):
    total_flew_away = var_B + var_C
    return total_flew_away","{'var_A': 18.0, 'var_B': 38.0, 'var_C': 80.0}",False,
Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,Common-Division,2.0,,2.0,2.0,Emily is making bead necklaces for her friends. Each necklace takes var_A beads and she has var_B beads. How many necklaces can Emily make?,"1. Identify the total number of beads Emily has, which is 16 beads.
2. Identify the number of beads required to make one necklace, which is 8 beads.
3. Use the division operation to determine how many necklaces can be made: divide the total number of beads (16) by the number of beads per necklace (8).
4. Apply the formula: Number of necklaces = Total beads / Beads per necklace.
5. Calculate the result to find the total number of necklaces Emily can make.",var_B / var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 8.0, 'var_B': 16.0}",True,'Code_Result'
The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,Common-Division,5.0,5.0,5.0,5.0,The Ferris wheel in paradise park has var_A seats. If var_B people can ride the wheel at the same time How many people can each seat hold?,"1. Identify the total number of people that can ride the Ferris wheel at the same time, which is given as 20 people.
2. Identify the total number of seats on the Ferris wheel, which is given as 4 seats.
3. Use the formula for finding the number of people each seat can hold: 
   \[
   \text{People per seat} = \frac{\text{Total people}}{\text{Total seats}}
   \]
4. Substitute the known values into the formula: 
   \[
   \text{People per seat} = \frac{20}{4}
   \]
5. Calculate the result to find out how many people can each seat hold.",var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A

result = solution(4, 20)","{'var_A': 4.0, 'var_B': 20.0}",False,
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,Common-Division,2.0,2.0,2.0,2.0,Debby drinks var_A bottles a day. If she bought a total of var_B water bottles How many days would they last her?,"1. Identify the total number of water bottles Debby bought, which is 12.
2. Identify the number of bottles Debby drinks per day, which is 6.
3. Use the formula for the number of days the bottles will last: 
   \[
   \text{Number of days} = \frac{\text{Total bottles}}{\text{Bottles per day}}
   \]
4. Substitute the known values into the formula: 
   \[
   \text{Number of days} = \frac{12}{6}
   \]
5. Calculate the result to find out how many days the bottles will last her.",var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 6.0, 'var_B': 12.0}",False,
Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?,Common-Division,7.0,,7.0,7.0,Brenda's mother made var_A cookies for var_B guests. If each of them had the same number of cookies How many did each of them have?,"1. Identify the total number of cookies made by Brenda's mother, which is 14.
2. Identify the number of guests, which is 2.
3. Use the concept of division to find out how many cookies each guest received.
4. Set up the division: Divide the total number of cookies (14) by the number of guests (2).
5. Calculate the result of the division to find the number of cookies each guest had.",var_A / var_B,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 14.0, 'var_B': 2.0}",True,'Code_Result'
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,Subtraction,265.0,265.0,265.0,265.0,Nell collects baseball cards. She had var_A cards while Jeff had var_B cards. She gave some of her cards to Jeff and now has var_C cards left. How many cards does Jeff have now?,"1. Determine how many cards Nell gave to Jeff by subtracting the number of cards she has left (535) from the number of cards she originally had (566).
   - Formula: Cards given = Original cards - Remaining cards

2. Calculate the number of cards Nell gave to Jeff using the result from step 1.

3. Add the number of cards Jeff originally had (234) to the number of cards he received from Nell (calculated in step 2) to find out how many cards Jeff has now.
   - Formula: Jeff's new total = Original cards + Cards received from Nell

4. State the final result as the total number of cards Jeff has now.",var_B + (var_A - var_C),"def solution(var_A, var_B, var_C):
    cards_given = var_A - var_C
    jeff_new_total = var_B + cards_given
    return jeff_new_total","{'var_A': 566.0, 'var_B': 234.0, 'var_C': 535.0}",False,
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,Subtraction,7.0,,7.0,,Rebecca wants to split a collection of eggs into groups of var_A Rebecca has var_B marbles and var_C eggs. How many more eggs does Rebecca have than marbles?,"1. Identify the number of eggs Rebecca has, which is given as 12.
2. Identify the number of marbles Rebecca has, which is given as 5.
3. Calculate the difference between the number of eggs and the number of marbles by subtracting the number of marbles from the number of eggs: 12 eggs - 5 marbles.
4. The result from step 3 will give the number of more eggs Rebecca has than marbles.",var_C - var_B,"def solution(var_A, var_B, var_C):
    eggs = var_C
    marbles = var_B
    return eggs - marbles

exec(""print(solution(0, 5, 12))"")","{'var_A': 20.0, 'var_B': 5.0, 'var_C': 12.0}",True,'Code_Result'
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,Subtraction,12.0,,12.0,,Paco had var_A cookies. He gave var_B cookies to his friend and ate var_C cookies. How many cookies did Paco have left?,"1. Start with the total number of cookies Paco had initially, which is 36.
2. Subtract the number of cookies Paco gave to his friend, which is 14. This can be represented as: 36 - 14.
3. Take the result from step 2 and subtract the number of cookies Paco ate, which is 10. This can be represented as: (36 - 14) - 10.
4. Calculate the final result to find out how many cookies Paco has left.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B - var_C

exec(""print(solution(36, 14, 10))"")","{'var_A': 36.0, 'var_B': 14.0, 'var_C': 10.0}",True,'Code_Result'
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?,Multiplication,154.0,,154.0,,Faye was placing her pencils into var_A rows with var_B pencils in each row. How many pencils does she have?,"1. Identify the total number of rows and the number of pencils in each row: 14 rows and 11 pencils per row.
2. Use the multiplication formula to find the total number of pencils: Total Pencils = Number of Rows × Pencils per Row.
3. Substitute the known values into the formula: Total Pencils = 14 × 11.
4. Perform the multiplication to find the total number of pencils.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B

exec(""print(solution(14, 11))"")","{'var_A': 14.0, 'var_B': 11.0}",True,'Code_Result'
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon?,Subtraction,1.0,1.0,1.0,1.0,Jack received var_A emails in the morning and some more in the afternoon. If he received a total of var_B emails in the day How many emails did Jack receive in the afternoon?,"1. Identify the total number of emails Jack received in the day, which is 5.
2. Note the number of emails Jack received in the morning, which is 4.
3. Use the formula for total emails: Total Emails = Emails in the Morning + Emails in the Afternoon.
4. Rearrange the formula to find the number of emails in the afternoon: Emails in the Afternoon = Total Emails - Emails in the Morning.
5. Substitute the known values into the rearranged formula: Emails in the Afternoon = 5 - 4.
6. Calculate the result to find out how many emails Jack received in the afternoon.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 4.0, 'var_B': 5.0}",False,
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,Subtraction,1.0,,1.0,,Dave had var_A apps on his phone. After adding some he had var_B left. How many apps did he add?,"1. Identify the initial number of apps Dave had, which is 17.
2. Determine the final number of apps Dave has after adding some, which is 18.
3. Use the formula for finding the number of apps added: 
   \[ \text{Apps Added} = \text{Final Apps} - \text{Initial Apps} \]
4. Substitute the known values into the formula: 
   \[ \text{Apps Added} = 18 - 17 \]
5. Calculate the result to find out how many apps Dave added.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A

exec(""print(solution(17, 18))"")","{'var_A': 17.0, 'var_B': 18.0}",True,'Code_Result'
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,Subtraction,9.0,,9.0,,Jake has var_A fewer peaches than Steven and var_B more peaches than Jill. Steven has var_C peaches. How many peaches does Jake have?,"1. Identify the number of peaches Steven has, which is given as 16 peaches.
2. Use the information that Jake has 7 fewer peaches than Steven. To find Jake's peaches, subtract 7 from Steven's total: Jake's peaches = Steven's peaches - 7.
3. Substitute the known value of Steven's peaches into the equation: Jake's peaches = 16 - 7.
4. Calculate the result to find out how many peaches Jake has.",var_C - var_A,"def solution(var_A, var_B, var_C):
    steven_peaches = var_C
    jake_peaches = steven_peaches - var_A
    return jake_peaches

exec(""print(solution(7, 0, 16))"")","{'var_A': 7.0, 'var_B': 9.0, 'var_C': 16.0}",True,'Code_Result'
Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them. How many apples were there on all trees initially?,Addition,33.0,33.0,33.0,33.0,Rachel has var_A apple trees. She picked var_B apples from each of her trees. Now the trees have a total var_C apples still on them. How many apples were there on all trees initially?,"1. Calculate the total number of apples Rachel picked from the trees by multiplying the number of trees (3) by the number of apples picked from each tree (8). 
   - Formula: Total picked = Number of trees × Apples per tree

2. Determine the total number of apples remaining on the trees, which is given as 9.

3. Add the total number of apples picked to the total number of apples remaining to find the initial total number of apples on all trees.
   - Formula: Initial total = Total picked + Apples remaining

4. Perform the calculations to find the initial total number of apples.",var_A * var_B + var_C,"def solution(var_A, var_B, var_C):
    total_picked = var_A * var_B
    initial_total = total_picked + var_C
    return initial_total","{'var_A': 3.0, 'var_B': 8.0, 'var_C': 9.0}",False,
"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening?",Addition,11.0,11.0,11.0,11.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the morning and evening?","1. Identify the number of emails Jack received in the morning, which is 3.
2. Identify the number of emails Jack received in the evening, which is 8.
3. Use the addition operation to combine the emails received in the morning and evening: 3 (morning) + 8 (evening).
4. Calculate the total number of emails received in the morning and evening.",var_A + var_C,"def solution(var_A, var_B, var_C):
    morning_emails = var_A
    evening_emails = var_C
    total_emails = morning_emails + evening_emails
    return total_emails","{'var_A': 3.0, 'var_B': 4.0, 'var_C': 8.0}",False,
