Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,,,,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?","Here are the rough steps to solve the problem:

1. Start with the initial number of customers: 14
2. Subtract the number of customers who left: 14 - 3 = 11
3. Add the number of new customers: 11 + 39 = 50
4. The waiter now has 50 customers.",14 - 3 + 39 = 50,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",True,"must be real number, not NoneType"
 For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35,,35,35.0,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,"Here are the rough steps to solve the problem:

1. Start with the initial amount of candy Haley had: 33
2. Subtract the candy she ate: 33 - 17 = 16
3. Add the candy her sister gave her: 16 + 19 = 35
4. Haley now has 35 pieces of candy.",33 - 17 + 19,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",True,'Code_Result'
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,,32,32.0,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?","Here are the rough steps to solve the problem:

1. Start with the initial number of lives Rachel had: 10
2. Subtract the number of lives she lost: 10 - 4 = 6
3. Add the number of lives she got in the next level: 6 + 26 = 32
4. The result is the total number of lives Rachel would have: 32",10 - 4 + 26,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",True,'Code_Result'
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,,,,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,"Here are the rough steps to solve the problem:

1. Start with the points Carol had at the end of the second round.
2. Subtract the points she lost in the last round from the points she had at the end of the second round.
3. Add the points she scored in the first round to the points she had after the second round.
4. Subtract the points she scored in the first round from the points she had after the second round.

Answer: 
1. 6
2. 6 + 17 = 23
3. 23 + 6 = 29
4. 29 - 17 = 12","var_A = 6
var_B = 23
var_C = 12
print(var_A + var_B - var_C)","def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,,9.0,9.0,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?","Here are the rough steps to solve the problem:

1. Let's start by adding the total number of candies Sarah received from her neighbors and her older sister. 
   Total candies = 66 + 15 = 81

2. Now, let's divide the total number of candies by the number of candies Sarah eats per day to find out how many days the candy will last.
   Days the candy will last = Total candies / 9 = 81 / 9 = 9

3. So, the candy will last Sarah 9 days.",81 / 9,"def solution(var_A, var_B, var_C):
    total_candies = var_A + var_B
    days_last = total_candies // var_C
    return days_last","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",True,'Code_Result'
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,,,,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?","Here are the rough steps to solve the problem:

1. Let's say Edward starts with $x.
2. In the spring, Edward made $2 mowing lawns, so he has $2.
3. In the summer, Edward made $27 mowing lawns, so he has $2 + $27 = $29.
4. Edward spent $5 on supplies, so he has $29 - $5 = $24 left.
5. Therefore, Edward ended up with $24.",x - 2 + 27 - 5,"def solution(var_A, var_B, var_C):
    x = var_A
    x += 2
    x += 27
    x -= 5
    return x","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,,,,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?","Here are the rough steps to solve the problem:

1. Let's say the number of pounds of paper recycled by Vanessa is V and the number of pounds of paper recycled by her friends is F.
2. We know that for every 9 pounds of paper recycled, they earn 1 point. So, we can set up the equation:
   V = 9x
   F = 9y
3. We also know that Vanessa recycled 20 pounds and her friends recycled 16 pounds. So, we can set up the equation:
   20 = 9x
   16 = 9y
4. We can solve for x and y by dividing both sides of the equations by 9:
   x = 20 / 9 = 2.22
   y = 16 / 9 = 1.78
5. Now that we have the values of x and y, we can find the total points earned by adding the points from",V + F = 9x + 9y,"def solution(var_A, var_B, var_C):
    x = (var_A / 9)
    y = (var_B / 9)
    return var_A * 1 + var_B * 1 + var_C * 1","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,,,,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?","Here are the rough steps to solve the problem:

1. First, we need to find the total number of tickets Luke has. He won 2 tickets playing 'whack a mole' and 13 tickets playing'skee ball'. So, total tickets = 2 + 13 = 15.

2. Now, we need to find out how many pieces of candy Luke can buy with 15 tickets. Since candy costs 3 tickets per piece, we can divide the total tickets by 3 to find the number of pieces: 15 ÷ 3 = 5.

3. Therefore, Luke can buy 5 pieces of candy.",15 / 3 = 5,"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    total_pieces = total_tickets // var_C
    return total_pieces","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,,33,33.0,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?","Here are the rough steps to solve the problem:

1. Oliver starts with 11 socks.
2. He throws away 4 socks that don't fit, leaving him with 11 - 4 = 7 socks.
3. He buys 26 new socks, adding them to the remaining socks, resulting in 7 + 26 = 33 socks.

This is the solution to the problem.",11 - 4 + 26,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",True,'Code_Result'
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,,,,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?","Here are the rough steps to solve the problem:

1. Let's say Dave washed x shirts.
2. Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts.
3. Dave had to wash 35 shirts in total.
4. We know that the total number of shirts washed is the sum of short sleeve shirts and long sleeve shirts.
5. So, we can write an equation: x + 11 = 35
6. To find the number of shirts Dave did not wash, we need to subtract the number of shirts washed from the total number of shirts.
7. This gives us: x - 35 =?

Since Dave washed 35 shirts, we can assume that he washed all the short sleeve shirts. So, the number of shirts he did not wash is equal to the number of long sleeve shirts.

Let's assume Dave washed all the long sleeve shirts. Then, the number of shirts he did not wash is equal to the number of short sleeve",x - 35,"def solution(var_A, var_B, var_C):
    x = 35 - var_C
    return x","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",True,"must be real number, not NoneType"
 A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ,3,,,,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,"Here are the rough steps to solve the problem:

1. Let's say there are x chicken wings in total.
2. The chef cooked 3 more chicken wings for the group, so the total number of chicken wings is x + 3.
3. Since the friends got the same amount, we can divide the total number of chicken wings by the number of friends to find out how many wings each person would get.
4. To find the number of wings each person would get, we can divide the total number of wings (x + 3) by the number of friends (3).
5. This can be simplified to (x + 3) / 3 = x / 3 + 1.

Note: This is a simplified solution and does not take into account the fact that the chef already had 6 chicken wings cooked.",x / 3 + 1,"def solution(var_A, var_B, var_C):
    return (var_A + 3) / 3","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
 Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ,9,,,,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,"Here are the rough steps to solve the problem:

1. First, we need to find out how many files Katie has after deleting 40 of them. 
2. We know that Katie had 85 files initially. 
3. To find the number of files after deleting 40, we subtract 40 from 85. 
4. This gives us 85 - 40 = 45 files.
5. Now, we need to find out how many folders Katie has for the remaining 45 files. 
6. We know that each folder has 5 files in it. 
7. To find the number of folders, we divide the number of files (45) by the number of files per folder (5). 
8. This gives us 45 ÷ 5 = 9 folders.

So, Katie ended up with 9 folders.","var_A = 85
var_B = var_A - 40
print(var_B)","def solution(var_A, var_B, var_C):
    files_after_deletion = var_A - var_B
    files_per_folder = var_C
    num_folders = files_after_deletion // files_per_folder + 1
    return num_folders","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,7,7.0,7.0,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?","Here are the rough steps to solve the problem:

1. Add the number of candies Katie and her sister had initially (10 + 6).
2. Subtract the number of candies they ate (9) from the total.
3. The result will be the number of candies they have left.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",False,
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,,,,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?","Here are the rough steps to solve the problem:

1. Let's say Frank has x dollars.
2. Frank has 3 dollars initially.
3. Frank receives 37 dollars for his allowance.
4. Frank now has x + 37 dollars.
5. Frank wants to buy 8-dollar toys.
6. To find out how many toys Frank can buy, we need to divide the total amount of money (x + 37) by the price of each toy (8 dollars).
7. This can be represented as: number of toys = (x + 37) / 8
8. We can simplify this equation by multiplying both sides by 8 to get rid of the fraction: 8 * (x + 37) = 8 * 37
9. This simplifies to: 8x + 296 = 296
10. Now, we need to isolate x by subtracting 296 from both sides: 8x = 0",8x = 0,"def solution(var_A, var_B):
    return (var_A + var_B) / 8","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
 A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ,2,,,,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,"Here are the rough steps to solve the problem:

1. Start with the initial number of coloring books: 48
2. Subtract the number of books put on sale: 48 - 38 = 10
3. Divide the remaining number of books by the number of books per shelf: 10 ÷ 5 = 2
4. The result is the number of shelves used: 2","48 - 38 = 10
10 ÷ 5 = 2","def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
 Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Lana have total? ,21,,,,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,"Here are the rough steps to solve the problem:

1. First, we need to find the total number of scarves and mittens.
2. Since there are 3 boxes of clothing, and each box has 3 scarves and 4 mittens, we need to multiply the number of scarves by the number of boxes and the number of mittens by the number of boxes.
3. This can be represented as: (3 * 3) + (4 * 3) =?
4. We can simplify this to: 9 + 12 =?
5. Finally, we can add the two numbers together to find the total number of winter clothing: 9 + 12 = 21.",3 * 3 + 4 * 3 = 9 + 12 = 21,"def solution(var_A, var_B, var_C):
    return (3 * var_A) + (4 * var_B)","{'var_A': 3.0, 'var_B': 3.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,,76,76.0,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?","Here are the rough steps to solve the problem:

1. Start with the initial number of apples: 14
2. Add the number of apples used for lunch: 14 + 13 = 27
3. Add the number of apples bought: 27 + 49 = 76
4. The total number of apples would be: 76",14 + 13 + 49,"def solution(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",True,'Code_Result'
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?","Here are the rough steps to solve the problem:

1. First, find the total number of students trying out for the basketball team. 
   Total students = Number of girls + Number of boys
   Total students = 9 + 14
   Total students = 23

2. Then, subtract the number of students who got called back from the total number of students.
   Students who didn't make the cut = Total students - Number of students called back
   Students who didn't make the cut = 23 - 2
   Students who didn't make the cut = 21",23 - 2 = 21,"def solution(var_A, var_B, var_C):
    total_students = var_A + var_B
    students_called_back = var_C
    students_not_called_back = total_students - students_called_back
    return students_not_called_back","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
 A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31,,31,31.0,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,"Here are the rough steps to solve the problem:

1. Start with the initial number of oranges in the bin, which is 5.
2. Subtract the number of oranges thrown away (2) from the initial number of oranges.
3. Add the number of new oranges (28) to the result from step 2.
4. The result from step 3 will be the new total number of oranges in the bin.

Answer: 3",5 - 2 + 28,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",True,'Code_Result'
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,,4.0,3.0,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?","Here are the rough steps to solve the problem:

1. First, we need to find the total number of people going on the trip. We know there are 2 students and 6 adults.
2. To find the total number of people, we add the number of students and adults together. students + adults = 8
3. Since each van can hold 4 people, we need to divide the total number of people by the number of people each van can hold. vans_needed = total_people / people_pervan
4. We know the total number of people is 8 and the number of people each van can hold is 4. So, vans_needed = 8 / 4 = 2

The answer is 2.",var_A + var_B - 2,"def solution(var_A, var_B, var_C):
    total_people = var_A + var_B + var_C
    vans_needed = total_people // 4
    return vans_needed","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",True,'Code_Result'
 A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2,,,,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,"Here are the rough steps to solve the problem:

1. First, we need to find the total number of bears in the store. 
2. We know the store had 5 giant stuffed bears initially and another shipment with 7 bears. 
3. To find the total number of bears, we need to add the initial number of bears to the number of bears in the new shipment. 
4. Total bears = 5 + 7 = 12
5. Now, we need to find the number of shelves used. 
6. We know the bears were put onto shelves with 6 on each shelf. 
7. To find the number of shelves used, we need to divide the total number of bears by the number of bears per shelf. 
8. Number of shelves used = Total bears / Bears per shelf = 12 / 6 = 2","var_A = 5
var_B = 7
var_C = 6
print(var_A + var_B) / var_C","def solution(var_A, var_B, var_C):
    total_bears = var_A + var_B
    shelves_used = total_bears // var_C
    return shelves_used","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,,0.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?","Here are the rough steps to solve the problem:

1. First, find the total number of chocolate bars sold by subtracting the number of bars Rachel kept from the total number of bars in the box. 
   Total bars in the box = 13
   Bars kept by Rachel = 13 - 4 = 9
2. Then, calculate the total amount of money made by multiplying the number of bars sold by the cost of each bar.
   Money made = Bars sold * Cost per bar
   Money made = 9 * 2 = 18",var_A * (13 - var_B),"def solution(var_A, var_B, var_C):
    bars_sold = var_B - var_C
    money_made = bars_sold * var_A
    return money_made","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",True,'Code_Result'
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,,36,-19.0,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?","Here are the rough steps to solve the problem:

1. Calculate the total number of action figures John needs to buy: 11 (required) - 6 (already has) = 5
2. Multiply the number of action figures needed by the cost per action figure: 5 x $6 = $30
3. Add the total cost to the number of action figures John already has: $30 + 6 = $36",5 * 6 + 6,"def solution(var_A, var_B, var_C):
    total = (var_A - var_B) * var_C
    return total + var_B","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",True,'Code_Result'
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,,27,36.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?","Here are the rough steps to solve the problem:

1. First, find the total number of chocolate bars Wendy sold. 
   - Since there were 9 bars in the box and she sold all but 3, she sold 9 - 3 = 6 bars.

2. Next, calculate the total amount of money Wendy made. 
   - Each chocolate bar costs $3, so multiply the number of bars sold by the cost per bar: 6 x $3 = $18.

3. Finally, add the total amount of money to the cost of the remaining bars to find the total amount of money Wendy made. 
   - The remaining bars are 9 - 6 = 3 bars. Multiply the number of remaining bars by the cost per bar: 3 x $3 = $9.

So, Wendy made $9.",6 * 3 + 3 * 3,"def solution(var_A, var_B, var_C):
    total_bars_sold = var_B - var_C
    total_money = total_bars_sold * var_A
    remaining_bars = var_B - var_C
    total_money += remaining_bars * var_A
    return total_money","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",True,'Code_Result'
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,,20.0,24.0,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?","Here are the rough steps to solve the problem:

1. Calculate the total number of people: 2 adults + 4 children = 6 people
2. Multiply the number of people by the cost of each meal: 6 people * $3/person = $18
3. Add the cost of the meals to the total number of people: $18 + 6 people = $24
4. The total bill is $24.",var_A + 6 * var_C,"def solution(var_A, var_B, var_C):
    total_people = 2 + 4
    total_cost = total_people * var_C
    total_bill = total_cost + total_people
    return total_bill","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",True,'Code_Result'
" A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",32,,56.0,8.0,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?","Here are the rough steps to solve the problem:

1. First, find the total number of problems on all the worksheets. 
   Total problems = 4 worksheets * 4 problems per worksheet = 16 problems

2. Then, subtract the number of problems already graded from the total number of problems.
   Problems to grade = Total problems - Problems already graded
   Problems to grade = 16 - 8 = 8

3. The teacher has 8 problems to grade.",4 * var_B - var_C,"def solution(var_A, var_B, var_C):
    total_problems = 4 * 4
    problems_to_grade = total_problems - var_C
    return problems_to_grade","{'var_A': 4.0, 'var_B': 16.0, 'var_C': 8.0}",True,'Code_Result'
" There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? ",5,,5.0,5.0,"There are var_A students trying out for the school's trivia teams. If var_B of them didn't get picked for the team and the rest were put into var_C groups, how many students would be in each group?","Here are the rough steps to solve the problem:

1. First, find the number of students who got picked for the team. 
   - Subtract the number of students who didn't get picked from the total number of students.
   - students_picked = total_students - students_not_picked
   - students_picked = 25 - 15
   - students_picked = 10

2. Now, divide the number of students who got picked by 2 to find the number of students in each group.
   - students_per_group = students_picked / 2
   - students_per_group = 10 / 2
   - students_per_group = 5

So, there would be 5 students in each group.",10 / 2,"def solution(var_A, var_B, var_C):
    students_picked = var_A - var_B
    students_per_group = students_picked / 2
    return students_per_group","{'var_A': 25.0, 'var_B': 15.0, 'var_C': 2.0}",True,'Code_Result'
" Edward bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, how many rides could he go on? ",8,,63.0,8.0,"Edward bought var_A tickets at the state fair. He spent var_B tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost var_C tickets, how many rides could he go on?","Here are the rough steps to solve the problem:

1. Start with the total number of tickets Edward bought: 79
2. Subtract the tickets spent at the 'dunk a clown' booth: 79 - 23 = 56
3. Divide the remaining tickets by the cost of each ride: 56 ÷ 7 = 8

So, Edward can go on 8 rides.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 79.0, 'var_B': 23.0, 'var_C': 7.0}",True,'Code_Result'
