Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus. How many children got off the bus at the bus stop?,Subtraction,22.0,22.0,22.0,22.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many children got off the bus at the bus stop?,"1. Subtract the number of children left on the bus from the original number of children to find out how many children got off the bus.
2. Perform the subtraction: 43 (original children) - 21 (children left) to find the number of children who got off.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 43.0, 'var_B': 21.0}",False,
There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase. How many more roses than orchids are there in the vase now?,Subtraction,1.0,1.0,1.0,1.0,There were var_A roses and var_B orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now var_C orchids and var_D roses in the vase. How many more roses than orchids are there in the vase now?,"1. Determine the initial number of roses and orchids in the vase.
2. Calculate the number of additional roses cut by finding the difference between the current number of roses and the initial number.
3. Calculate the number of additional orchids cut by finding the difference between the current number of orchids and the initial number.
4. Find the difference between the current number of roses and the current number of orchids to determine how many more roses than orchids are in the vase now.",var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    initial_roses = var_A
    initial_orchids = var_B
    additional_roses = var_D - initial_roses
    additional_orchids = var_C - initial_orchids
    return var_D - var_C","{'var_A': 6.0, 'var_B': 20.0, 'var_C': 21.0, 'var_D': 22.0}",False,
Paul got a box of 65 crayons for his birthday. During the school year he gave 213 crayons to his friends while he lost 16 crayons. How many crayons had been lost or given away?,Addition,229.0,229.0,229.0,229.0,Paul got a box of var_A crayons for his birthday. During the school year he gave var_B crayons to his friends while he lost var_C crayons. How many crayons had been lost or given away?,"1. Add the number of crayons given away to the number of crayons lost to find the total number of crayons that are no longer with Paul.
2. The result will give the total number of crayons lost or given away.",var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 65.0, 'var_B': 213.0, 'var_C': 16.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,Subtraction,19.0,19.0,19.0,19.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,"1. Identify the number of sacks of ripe oranges harvested per day (44 sacks).
2. Identify the number of sacks of unripe oranges harvested per day (25 sacks).
3. Subtract the number of sacks of unripe oranges from the number of sacks of ripe oranges to find out how many more sacks of ripe oranges are harvested per day.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 44.0, 'var_B': 25.0}",False,
David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups How many push-ups did Zachary and David do altogether?,Subtraction,20.0,20.0,20.0,20.0,David did var_A more push - ups than Zachary in gym class today. If David did var_B push - ups How many push - ups did Zachary and David do altogether?,"1. Subtract the number of additional push-ups David did from the total number of push-ups he completed to find out how many push-ups Zachary did.
2. Add the number of push-ups David did to the number of push-ups Zachary did to find the total number of push-ups they did together.",var_B + (var_B - var_A),"def solution(var_A, var_B):
    zachary_pushups = var_B - var_A
    total_pushups = var_B + zachary_pushups
    return total_pushups","{'var_A': 56.0, 'var_B': 38.0}",False,
There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom How much did she spend at the supermarket?,Subtraction,31.0,31.0,31.0,31.0,There were var_A dollars in Olivia's wallet. After she visited a supermarket and a showroom there were var_B dollars left. If she spent var_C dollars at the showroom How much did she spend at the supermarket?,"1. Subtract the amount left in Olivia's wallet from the initial amount to find out how much she spent in total.
2. Subtract the amount spent at the showroom from the total amount spent to find out how much she spent at the supermarket.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    total_spent = var_A - var_B
    spent_supermarket = total_spent - var_C
    return spent_supermarket","{'var_A': 106.0, 'var_B': 26.0, 'var_C': 49.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon?,Subtraction,61.0,61.0,61.0,61.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding bacon var_B suggested adding mashed potatoes to the menu and var_C suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon?,"1. Identify the number of students who suggested bacon (269) and the number who suggested mashed potatoes (330).
2. Subtract the number of students who suggested bacon from the number who suggested mashed potatoes to find out how many more students suggested mashed potatoes than bacon.",var_B - var_A,"def solution(var_A, var_B, var_C):
    bacon_suggested = var_A
    mashed_potatoes_suggested = var_B
    return mashed_potatoes_suggested - bacon_suggested","{'var_A': 269.0, 'var_B': 330.0, 'var_C': 76.0}",False,
"Julia played tag with 14 kids on monday, 2 kids on tuesday and 8 kids on wednesday. How many more kids did she play with on monday than on wednesday?",Subtraction,6.0,6.0,6.0,6.0,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on wednesday?","1. Identify the number of kids Julia played with on Monday and Wednesday.
2. Subtract the number of kids she played with on Wednesday from the number of kids she played with on Monday to find the difference.",var_A - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 14.0, 'var_B': 2.0, 'var_C': 8.0}",False,
Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?,Subtraction,1.0,1.0,1.0,1.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Allan then bought var_C more balloons at the park. How many more balloons did Allan have than Jake in the park?,"1. Calculate the total number of balloons Allan has after buying more at the park by adding the initial balloons he brought to the additional balloons he bought.
2. Compare the total number of balloons Allan has to the number of balloons Jake brought to find out how many more balloons Allan has than Jake.",(var_A + var_C) - var_B,"def solution(var_A, var_B, var_C):
    total_allan = var_A + var_C
    return total_allan - var_B","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",False,
Dan has $ 2. He bought some candy bar for $ 6 each one costing $ 3. How many candy bar did he buy?,Common-Division,2.0,,0.0,0.0,Dan has $ var_A He bought some candy bar for $ var_B each one costing $ var_C How many candy bar did he buy?,"1. Determine how much money Dan has available to spend on candy bars.
2. Calculate the total cost of one candy bar.
3. Divide the total amount of money Dan has by the cost of one candy bar to find out how many candy bars he can buy.",var_A // var_B,"def solution(var_A, var_B, var_C):
    total_cost_per_candy_bar = var_B * var_C
    return var_A // total_cost_per_candy_bar","{'var_A': 2.0, 'var_B': 6.0, 'var_C': 3.0}",True,'Code_Result'
Jake has 12 fewer peaches and 79 more apples than Steven. Steven has 19 peaches and 14 apples. How many peaches does Jake have?,Subtraction,7.0,7.0,7.0,7.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many peaches does Jake have?,"1. Determine the number of peaches Steven has, which is given as 19.
2. Subtract 12 from the number of peaches Steven has to find out how many peaches Jake has.",var_C - var_A,"def solution(var_A, var_B, var_C, var_D):
    return var_C - var_A","{'var_A': 12.0, 'var_B': 79.0, 'var_C': 19.0, 'var_D': 14.0}",False,
The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper. How far did the frog jump?,Subtraction,11.0,15.0,15.0,15.0,The grasshopper and the frog had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the grasshopper. How far did the frog jump?,"1. Identify the distance the grasshopper jumped, which is given as 13 inches.
2. Since the frog jumped 2 inches farther than the grasshopper, add 2 inches to the distance the grasshopper jumped to find the distance the frog jumped.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 13.0, 'var_B': 2.0}",False,
There are 11 different books and 17 different movies in the ' crazy silly school ' series. If you read 7 of the books and watched 21 of the movies How many more movies than books have you read?,Subtraction,14.0,14.0,14.0,14.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books have you read?,"1. Identify the number of books read, which is 7.
2. Identify the number of movies watched, which is 21.
3. Subtract the number of books read from the number of movies watched to find out how many more movies than books have been read.",var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_D - var_C","{'var_A': 11.0, 'var_B': 17.0, 'var_C': 7.0, 'var_D': 21.0}",False,
Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days How many bottles had she bought?,Multiplication,8066.0,8066.0,8066.0,8066.0,Debby bought some water bottles when they were on sale. She drank var_A bottles a day. If the bottles lasted for var_B days How many bottles had she bought?,"1. Multiply the number of bottles Debby drinks per day by the number of days the bottles lasted to find the total number of bottles consumed.
2. The result from step 1 will give the total number of bottles Debby bought.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 109.0, 'var_B': 74.0}",False,
Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left. How many more apps did he add than he deleted?,Subtraction,3.0,3.0,3.0,3.0,Dave had var_A apps on his phone. He added var_B new apps. After deleting some he had var_C left. How many more apps did he add than he deleted?,"1. Add the initial number of apps to the number of new apps added to find the total number of apps before deletion.
2. Subtract the number of apps left after deletion from the total number of apps to find out how many apps were deleted.
3. Subtract the number of apps deleted from the number of new apps added to find out how many more apps he added than he deleted.",var_B - (var_A + var_B - var_C),"def solution(var_A, var_B, var_C):
    total_apps = var_A + var_B
    deleted_apps = total_apps - var_C
    return var_B - deleted_apps","{'var_A': 21.0, 'var_B': 89.0, 'var_C': 24.0}",False,
There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people. How many people are there on the bus now?,Addition,16.0,,16.0,16.0,There were var_A people on the bus. At the next stop var_B more people got on the bus. Each bus can not have more than var_C people. How many people are there on the bus now?,"1. Start with the initial number of people on the bus, which is 12.
2. Add the number of people who got on the bus at the next stop, which is 4.
3. Calculate the total number of people on the bus after the new passengers have boarded.",var_A + var_B,"def solution(var_A, var_B, var_C):
    total_people = var_A + var_B
    return total_people if total_people <= var_C else var_C","{'var_A': 12.0, 'var_B': 4.0, 'var_C': 36.0}",True,'Code_Result'
Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?,Common-Division,83.0,83.0,83.0,83.0,Frank was reading through some books. Each book had var_A pages and it took Frank var_B days to finish each book. How many pages did he read per day?,"1. Determine the total number of pages in one book, which is given as 249 pages.
2. Calculate the total number of days Frank took to read one book, which is given as 3 days.
3. Divide the total number of pages (249) by the total number of days (3) to find out how many pages Frank read per day.",var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 249.0, 'var_B': 3.0}",False,
Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles How many marbles does Doug have now?,Subtraction,9.0,9.0,9.0,9.0,Ed had var_A more marbles than Doug. Doug lost var_B of his marbles at the playground. If Ed had var_C marbles How many marbles does Doug have now?,"1. Determine the number of marbles Doug had before losing any by subtracting 6 from the number of marbles Ed has.
2. Subtract the number of marbles Doug lost (7) from the number of marbles he had before losing any to find out how many marbles Doug has now.",var_C - var_A - var_B,"def solution(var_A, var_B, var_C):
    doug_initial = var_C - var_A
    return doug_initial - var_B","{'var_A': 6.0, 'var_B': 7.0, 'var_C': 22.0}",False,
An industrial machine made 13 shirts yesterday and 3 shirts today. It can make 8 shirts a minute. How many minutes did the machine work in all?,Common-Division,2.0,2.0,2.0,2.0,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work in all?,"1. Add the number of shirts made yesterday to the number of shirts made today to find the total number of shirts produced.
2. Divide the total number of shirts by the number of shirts the machine can make per minute to determine how many minutes the machine worked in total.",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    return total_shirts / var_C","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 8.0}",False,
2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus. How many more children are on the bus now than there were before the bus stop?,Subtraction,8.0,8.0,8.0,8.0,var_A children were riding on the bus. At the bus stop some more children got on the bus. Then there were var_B children altogether on the bus. How many more children are on the bus now than there were before the bus stop?,"1. Start with the initial number of children on the bus, which is 2.
2. Determine the total number of children on the bus after more children got on, which is 10.
3. Subtract the initial number of children from the total number of children to find out how many more children got on the bus.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 2.0, 'var_B': 10.0}",False,
A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long. How many more pages does the first chapter have than the second chapter?,Subtraction,68.0,68.0,68.0,68.0,A book has var_A chapters. The first chapter is var_B pages long the second chapter is var_C pages long and the third chapter is var_D pages long. How many more pages does the first chapter have than the second chapter?,"1. Identify the number of pages in the first chapter and the number of pages in the second chapter.
2. Subtract the number of pages in the second chapter from the number of pages in the first chapter to find out how many more pages the first chapter has than the second chapter.",var_B - var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_B - var_C","{'var_A': 3.0, 'var_B': 91.0, 'var_C': 23.0, 'var_D': 25.0}",False,
Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack How much do you have to pay to buy each pack?,Subtraction,51.0,51.0,51.0,51.0,Each pack of dvds costs var_A dollars. If there is a discount of var_B dollars on each pack How much do you have to pay to buy each pack?,"1. Subtract the discount amount from the original price of each pack of DVDs to find the discounted price.
2. The result will be the amount you have to pay for each pack after applying the discount.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 76.0, 'var_B': 25.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them. How many sacks of oranges will they have after 51 days of harvest?,Multiplication,153.0,153.0,153.0,153.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and discard var_B of them. How many sacks of oranges will they have after var_C days of harvest?,"1. Calculate the net number of sacks harvested per day by subtracting the discarded sacks from the harvested sacks.
2. Multiply the net number of sacks harvested per day by the number of days (51) to find the total number of sacks after 51 days.
3. Since the problem asks for the total after 51 days, ensure to consider only the net harvested sacks in the final count.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    net_harvested_per_day = var_A - var_B
    total_sacks = net_harvested_per_day * var_C
    return total_sacks","{'var_A': 74.0, 'var_B': 71.0, 'var_C': 51.0}",False,
Danny has 21 bottle caps in his collection. He found some more bottle caps at the park. If he has 53 bottle caps now How many bottle caps did he find at the park?,Subtraction,32.0,32.0,32.0,32.0,Danny has var_A bottle caps in his collection. He found some more bottle caps at the park. If he has var_B bottle caps now How many bottle caps did he find at the park?,"1. Subtract the original number of bottle caps Danny had from the total number of bottle caps he has now to find out how many he found.
2. The equation to use is: Number of bottle caps found = Total bottle caps now - Original bottle caps.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 21.0, 'var_B': 53.0}",False,
Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugar How many cups of flour did she put in?,Subtraction,2.0,2.0,2.0,2.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in some cups of flour. If she still needs var_C more cups of flour than sugar How many cups of flour did she put in?,"1. Set up the relationship between the amount of sugar and the total amount of flour needed based on the information given (5 more cups of flour than sugar).
2. Since the recipe calls for 3 cups of sugar, calculate the total amount of flour needed using the relationship established in step 1.
3. Subtract the total amount of flour needed from the total amount of flour in the recipe to find out how many cups of flour Mary has already put in.",var_B - (var_A + var_C),"def solution(var_A, var_B, var_C):
    total_flour_needed = var_A + var_C
    return var_B - total_flour_needed","{'var_A': 3.0, 'var_B': 10.0, 'var_C': 5.0}",False,
Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,Subtraction,66.0,66.0,66.0,66.0,Paul got a box of var_A erasers and var_B crayons for his birthday. At the end of the school year he only had var_C crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,"1. Determine the number of crayons Paul lost by subtracting the number of crayons he has left from the initial number of crayons.
2. Since Paul did not lose any erasers, the number of erasers he has left is still 457.
3. Subtract the number of erasers from the number of crayons left to find out how many more crayons than erasers he has.",var_C - var_A,"def solution(var_A, var_B, var_C):
    crayons_lost = var_B - var_C
    erasers_left = var_A
    return var_C - erasers_left","{'var_A': 457.0, 'var_B': 617.0, 'var_C': 523.0}",False,
He then went to see the oranges being harvested. He found out that they harvested 56 sacks of oranges. How many sacks did they harvest per day if they harvested for a total of 14 days?,Common-Division,4.0,4.0,4.0,4.0,He then went to see the oranges being harvested. He found out that they harvested var_A sacks of oranges. How many sacks did they harvest per day if they harvested for a total of var_B days?,1. Divide the total number of sacks harvested by the number of days they harvested to find out how many sacks were harvested per day.,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 56.0, 'var_B': 14.0}",False,
In a school there are 402 more girls than boys. If there are 739 girls How many boys are there in that school?,Subtraction,337.0,337.0,337.0,337.0,In a school there are var_A more girls than boys. If there are var_B girls How many boys are there in that school?,"1. Identify the number of girls in the school, which is given as 739.
2. Subtract the difference of 402 (more girls than boys) from the number of girls to find the number of boys.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 402.0, 'var_B': 739.0}",False,
Frank put some pieces of candy equally into 2 bags. If he had 16 pieces of candy How many pieces of candy are in each bag?,Common-Division,8.0,8.0,8.0,8.0,Frank put some pieces of candy equally into var_A bags. If he had var_B pieces of candy How many pieces of candy are in each bag?,1. Divide the total number of pieces of candy by the number of bags to find out how many pieces of candy are in each bag.,var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 2.0, 'var_B': 16.0}",False,
They decided to hold the party in their backyard. They have 12 sets of tables and each set has 14 chairs. There are also 6 chairs extra. How many chairs do they have for the guests?,Addition,174.0,174.0,174.0,174.0,They decided to hold the party in their backyard. They have var_A sets of tables and each set has var_B chairs. There are also var_C chairs extra. How many chairs do they have for the guests?,"1. Multiply the number of sets of tables by the number of chairs per set to find the total number of chairs from the sets.
2. Add the number of extra chairs to the total number of chairs from the sets to find the overall number of chairs available for the guests.",(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    total_chairs_from_sets = var_A * var_B
    overall_chairs = total_chairs_from_sets + var_C
    return overall_chairs","{'var_A': 12.0, 'var_B': 14.0, 'var_C': 6.0}",False,
"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,61.0,61.0,61.0,61.0,"After eating a hearty meal they went to see the Buckingham palace. There were var_A paintings in the Buckingham palace. There, Rachel learned that var_B visitors came to the Buckingham palace that day. If there were var_C visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?","1. Identify the number of visitors on the current day (661) and the number of visitors on the previous day (600).
2. Subtract the number of visitors from the previous day from the number of visitors on the current day to find out how many more visitors came that day.",var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_B - var_C","{'var_A': 39.0, 'var_B': 661.0, 'var_C': 600.0}",False,
The Ferris wheel in paradise park has 3 small seats and 7 large seats. Each small seat can hold 16 people and large seat can hold 12 people. How many people can ride the Ferris wheel on large seats?,Multiplication,84.0,84.0,84.0,84.0,The Ferris wheel in paradise park has var_A small seats and var_B large seats. Each small seat can hold var_C people and large seat can hold var_D people. How many people can ride the Ferris wheel on large seats?,"1. Identify the number of large seats available on the Ferris wheel.
2. Multiply the number of large seats by the number of people each large seat can hold to find the total capacity for large seats.",var_B * var_D,"def solution(var_A, var_B, var_C, var_D):
    large_seat_capacity = var_B * var_D
    return large_seat_capacity","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 16.0, 'var_D': 12.0}",False,
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell?,Subtraction,109.0,109.0,109.0,109.0,Paul sold some books in a garage sale leaving him with var_A books. If he had var_B books initially How many books did he sell?,1. Subtract the number of books Paul has left (27) from the initial number of books he had (136) to find out how many books he sold.,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 27.0, 'var_B': 136.0}",False,
6 storks and 2 birds were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence?,Subtraction,1.0,1.0,1.0,1.0,var_A storks and var_B birds were sitting on the fence. var_C more birds came to join them. How many more storks than birds are sitting on the fence?,"1. Count the total number of birds initially on the fence, which includes the 2 birds and the 6 storks.
2. Add the 3 more birds that came to join them to the total number of birds.
3. Determine the difference between the number of storks and the total number of birds to find out how many more storks than birds are sitting on the fence.",var_A - (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_birds = var_B + var_C
    return var_A - total_birds","{'var_A': 6.0, 'var_B': 2.0, 'var_C': 3.0}",False,
The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?,Common-Division,17.0,17.0,17.0,17.0,The Razorback t - shirt shop made $ var_A dollars from selling var_B t - shirt during the Arkansas and Texas tech game they. What is the cost of each t - shirt?,"1. Identify the total revenue made from selling the t-shirts, which is $51.
2. Divide the total revenue by the number of t-shirts sold (3) to find the cost of each t-shirt.",var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 51.0, 'var_B': 3.0}",False,
During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp?,Subtraction,30057.0,30057.0,30057.0,30057.0,During summer break var_A kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is var_B About how many kids in Lawrence county went to camp?,"1. Subtract the number of kids who stayed home from the total number of kids in Lawrence county to find out how many kids went to camp.
2. Perform the subtraction to get the final count of kids who went to camp.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 61619.0, 'var_B': 91676.0}",False,
Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money. How much money is left?,Subtraction,1.0,-293.0,-293.0,-293.0,Dan has $ var_A He bought var_B candy bar for $ var_C each one costing the same amount of money. How much money is left?,"1. Calculate the total cost of the 99 candy bars by multiplying the number of candy bars by the cost per candy bar.
2. Subtract the total cost of the candy bars from the initial amount of money Dan has to find out how much money is left.",var_A - (var_B * var_C),"def solution(var_A, var_B, var_C):
    total_cost = var_B * var_C
    return var_A - total_cost","{'var_A': 4.0, 'var_B': 99.0, 'var_C': 3.0}",False,
If Lewis earns $ 1357 every week during the 223 weeks of a harvest season. How much money will he earn if he works for 73 harvest seasons?,Multiplication,22090603.0,22090603.0,22090603.0,22090603.0,If Lewis earns $ var_A every week during the var_B weeks of a harvest season. How much money will he earn if he works for var_C harvest seasons?,"1. Calculate the total earnings for one harvest season by multiplying Lewis's weekly earnings by the number of weeks in one season.
2. Multiply the total earnings for one harvest season by the number of harvest seasons he works to find his total earnings.",var_A * var_B * var_C,"def solution(var_A, var_B, var_C):
    total_earnings_one_season = var_A * var_B
    total_earnings = total_earnings_one_season * var_C
    return total_earnings","{'var_A': 1357.0, 'var_B': 223.0, 'var_C': 73.0}",False,
Dan has $ 4. For a total of $ 3 he bought 10 candy bar each one costing the same amount of money. How much money is left?,Subtraction,1.0,,-26.0,1.0,Dan has $ var_A For a total of $ var_B he bought var_C candy bar each one costing the same amount of money. How much money is left?,"1. Determine the total amount Dan spent on the candy bars, which is given as $3.
2. Subtract the amount spent on candy bars from the total amount Dan initially had, which is $4.
3. Calculate the remaining amount of money Dan has after the purchase.",var_A - var_B * var_C,"def solution(var_A, var_B, var_C):
    total_spent = var_B
    return var_A - total_spent","{'var_A': 4.0, 'var_B': 3.0, 'var_C': 10.0}",True,'Code_Result'
Last week Fred had 47 dollars and Jason had 99 dollars. Over the weekend Fred delivered newspapers earning 111 dollars and washed cars earning 34 dollars. How much money does Fred have now?,Addition,192.0,192.0,192.0,192.0,Last week Fred had var_A dollars and Jason had var_B dollars. Over the weekend Fred delivered newspapers earning var_C dollars and washed cars earning var_D dollars. How much money does Fred have now?,"1. Add the amount of money Fred had initially to the total earnings from delivering newspapers and washing cars.
2. Calculate the total amount Fred has now by summing these values.",var_A + var_C + var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A + var_C + var_D","{'var_A': 47.0, 'var_B': 99.0, 'var_C': 111.0, 'var_D': 34.0}",False,
