Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?,Multiplication,154.0,154,154.0,154.0,Faye was placing her pencils into var_A rows with var_B pencils in each row. How many pencils does she have?,1. Multiply the number of rows by the number of pencils in each row to find the total number of pencils Faye has.,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 14.0, 'var_B': 11.0}",False,
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon?,Subtraction,1.0,1,1.0,1.0,Jack received var_A emails in the morning and some more in the afternoon. If he received a total of var_B emails in the day How many emails did Jack receive in the afternoon?,"1. Identify the total number of emails Jack received in the day.
2. Subtract the number of emails received in the morning from the total number of emails to find out how many emails he received in the afternoon.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 4.0, 'var_B': 5.0}",False,
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,Subtraction,1.0,,1.0,-19.0,Dave had var_A apps on his phone. After adding some he had var_B left. How many apps did he add?,"1. Subtract the number of apps Dave has left (18) from the total number of apps he initially had (17) to find out how many apps he had before adding more.
2. Determine how many apps he added by finding the difference between the number of apps he had before and the number he has left.",var_B - var_A,"def solution(var_A, var_B):
    before_adding = var_A - var_B
    return before_adding - var_B","{'var_A': 17.0, 'var_B': 18.0}",True,'Code_Result'
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,Subtraction,9.0,9,9.0,9.0,Jake has var_A fewer peaches than Steven and var_B more peaches than Jill. Steven has var_C peaches. How many peaches does Jake have?,"1. Determine the number of peaches Steven has, which is given as 16.
2. Subtract 7 from the number of peaches Steven has to find out how many peaches Jake has.
3. Verify the relationship by checking how many peaches Jill has based on Jake's count.",var_C - var_A,"def solution(var_A, var_B, var_C):
    steven_peaches = var_C
    jake_peaches = steven_peaches - var_A
    jill_peaches = jake_peaches - var_B
    return jake_peaches","{'var_A': 7.0, 'var_B': 9.0, 'var_C': 16.0}",False,
Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them. How many apples were there on all trees initially?,Addition,33.0,33,33.0,33.0,Rachel has var_A apple trees. She picked var_B apples from each of her trees. Now the trees have a total var_C apples still on them. How many apples were there on all trees initially?,"1. Calculate the total number of apples Rachel picked by multiplying the number of trees by the number of apples picked from each tree.
2. Add the total number of apples picked to the number of apples still on the trees to find the initial total number of apples on all the trees.",(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    total_picked = var_A * var_B
    initial_total = total_picked + var_C
    return initial_total","{'var_A': 3.0, 'var_B': 8.0, 'var_C': 9.0}",False,
"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening?",Addition,11.0,11,11.0,11.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the morning and evening?","1. Add the number of emails Jack received in the morning to the number of emails he received in the evening.
2. The sum will give the total number of emails Jack received in the morning and evening.",var_A + var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_C","{'var_A': 3.0, 'var_B': 4.0, 'var_C': 8.0}",False,
"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket?",Addition,22.0,22,22.0,22.0,"var_A red peaches, var_B yellow peaches and var_C green peaches are in the basket. How many red and green peaches are in the basket?","1. Identify the number of red peaches in the basket.
2. Identify the number of green peaches in the basket.
3. Add the number of red peaches to the number of green peaches to find the total number of red and green peaches in the basket.",var_A + var_C,"def solution(var_A, var_B, var_C):
    red_peaches = var_A
    green_peaches = var_C
    return red_peaches + green_peaches","{'var_A': 6.0, 'var_B': 90.0, 'var_C': 16.0}",False,
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite?,Addition,95.0,95,95.0,95.0,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had var_A invitations in it and she bought var_B packs. Then she bought var_C extra invitations. How many friends can she invite?,"1. Calculate the total number of invitations from the packs by multiplying the number of packs by the number of invitations per pack.
2. Add the number of extra invitations to the total from the packs to find the total number of invitations Carol has.
3. The total number of invitations represents how many friends she can invite.",(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    total_invitations = (var_A * var_B) + var_C
    return total_invitations","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 11.0}",False,
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have?,Subtraction,3.0,3,3.0,3.0,Rachel had to complete var_A pages of math homework and var_B pages of reading homework. How many more pages of math homework than reading homework did she have?,"1. Identify the total number of pages of math homework Rachel had.
2. Identify the total number of pages of reading homework Rachel had.
3. Subtract the number of reading homework pages from the number of math homework pages to find out how many more pages of math homework she had.",var_A - var_B,"def solution(var_A, var_B):
    math_homework = var_A
    reading_homework = var_B
    return math_homework - reading_homework","{'var_A': 5.0, 'var_B': 2.0}",False,
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,Subtraction,14.0,,85.0,16.0,Paige raised var_A goldfish and var_B catfish in the pond but stray cats loved eating them. Now she has var_C left. How many goldfish disappeared?,"1. Calculate the total number of fish Paige initially had by adding the number of goldfish and catfish together.
2. Subtract the number of fish left from the total number of fish to find out how many fish disappeared.
3. Since the problem does not specify how many of each type of fish disappeared, assume that the total number of disappeared fish includes both goldfish and catfish. 
4. Determine how many goldfish could have disappeared by considering the initial number of goldfish and the total number of disappeared fish.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_fish = var_A + var_B
    disappeared_fish = total_fish - var_C
    goldfish_disappeared = min(var_A, disappeared_fish)
    return goldfish_disappeared","{'var_A': 16.0, 'var_B': 71.0, 'var_C': 2.0}",True,'Code_Result'
White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,Common-Division,22.0,22,22.0,22.0,White t - shirts can be purchased in packages. If mom buys var_A white t - shirts where each package has var_B white t - shirts. How many packages will she have?,"1. Divide the total number of white t-shirts by the number of t-shirts in each package to find out how many packages are needed.
2. Ensure that the result is a whole number, as packages cannot be purchased in fractions.",var_A // var_B,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 66.0, 'var_B': 3.0}",False,
The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game How much money did they make from selling the t-shirts?,Multiplication,8265.0,8265,8265.0,8265.0,The Razorback t - shirt shop makes $ var_A dollars off each t - shirt sold. During the Arkansas game and the Texas tech game they sold a total of var_B t - shirts. If they sold var_C t - shirts during the Arkansas game How much money did they make from selling the t - shirts?,"1. Determine the number of t-shirts sold during the Texas Tech game by subtracting the number of t-shirts sold during the Arkansas game from the total number of t-shirts sold.
2. Calculate the total revenue by multiplying the total number of t-shirts sold (95) by the profit made per t-shirt ($87).",var_B * var_A,"def solution(var_A, var_B, var_C):
    var_Texas_Tech = var_B - var_C
    total_revenue = var_B * var_A
    return total_revenue","{'var_A': 87.0, 'var_B': 95.0, 'var_C': 47.0}",False,
