Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,50,50.0,50.0,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?","1. Subtract the number of apples used for lunch from the total number of apples to find out how many apples are left.
2. Add the number of apples bought to the number of apples left to find out how many apples the school cafeteria has now.",(var_A - var_B) + var_C,"def solution(var_A, var_B, var_C):
    apples_left = var_A - var_B
    apples_bought = var_C
    total_apples = apples_left + var_C
    return total_apples","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",False,
 A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31,,,,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,"1. Start with the initial number of oranges.
2. Subtract the number of old oranges thrown away.
3. Add the number of new oranges.",D - B + C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",True,"must be real number, not NoneType"
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?","1. Add the number of girls and boys trying out to find the total number of students.
2. Subtract the number of students who got called back to find the number of students who didn't make the cut.",(D + B) - C,"def solution(var_A, var_B, var_C):
    total_students = var_A + var_B
    students_called_back = var_C
    students_not_called_back = total_students - students_called_back
    return students_not_called_back","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,,4.0,4.0,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?","1. Divide the total number of people by the number of people each van can hold to find out how many vans are needed.
2. Multiply the number of vans by 2 to find out how many people will be in the vans.",var_A // (var_B / 2),"def solution(var_A, var_B, var_C):
    vans_needed = var_A // var_B
    vans_needed *= 2
    return vans_needed","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",True,'Code_Result'
 A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2,,,,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,"1. Divide the total number of bears by the number of bears per shelf to find out how many shelves were needed.
2. Multiply the number of shelves by 6 to find the total number of shelves used.",(D // (B + C)) * 6,"def solution(var_A, var_B, var_C):
    shelves_needed = var_A / var_C
    total_shelves_used = shelves_needed * 6
    return total_shelves_used","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?","1. Subtract the number of bars sold from the total number of bars to find the number of bars Rachel sold.
2. Multiply the number of bars sold by the cost of each bar to find the total amount of money made.",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    sold = var_B - var_C
    made = var_A * sold
    return made","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",False,
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,-30,-30.0,-30.0,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?","1. Subtract the number of action figures John already has from the total number needed to find out how many more action figures he needs.
2. Multiply the number of action figures needed by the cost of each action figure to find out how much money he needs.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    needed = var_A - var_B
    money_needed = needed * var_C
    return money_needed","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",False,
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?","1. Subtract the number of bars sold from the total number of bars to find the number of bars Wendy sold.
2. Multiply the number of bars sold by the cost of each bar to find the total amount of money Wendy made.",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    sold = var_B - var_C
    made = var_A * sold
    return made","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",False,
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,,18.0,108.0,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?","1. Multiply the number of adults by the cost of each meal to find the cost of meals for adults.
2. Multiply the number of children by the cost of each meal to find the cost of meals for children.
3. Add the cost of meals for adults and children to find the total cost of meals.
4. Multiply the total cost of meals by the number of meals to find the total bill.",var_A * var_C + var_B * var_C,"def solution(var_A, var_B, var_C):
    meals_for_adults = var_A * var_C
    meals_for_children = var_B * var_C
    total_cost_of_meals = meals_for_adults + meals_for_children
    total_bill = total_cost_of_meals * var_A + total_cost_of_meals * var_B
    return total_bill","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",True,'Code_Result'
" A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",32,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?","1. Subtract the number of problems already graded from the total number of problems to find out how many problems are left.
2. Divide the number of problems left by the number of problems graded per worksheet to find out how many worksheets are left to grade.",(D - var_B) / var_B,"def solution(var_A, var_B, var_C):
    problems_left = var_A - var_B
    problems_left = problems_left / var_B
    remaining_worksheets = problems_left / var_C
    return remaining_worksheets","{'var_A': 4.0, 'var_B': 16.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
" There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? ",5,,,,"There are var_A students trying out for the school's trivia teams. If var_B of them didn't get picked for the team and the rest were put into var_C groups, how many students would be in each group?","1. Subtract the number of students who didn't get picked from the total number of students to find out how many students were picked.
2. Divide the number of students picked by 2 to find out how many students will be in each group.",(var_A - var_B) / 2,"def solution(var_A, var_B):
    picked = var_A - var_B
    groups = picked / 2
    return groups","{'var_A': 25.0, 'var_B': 15.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Edward bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, how many rides could he go on? ",8,,63.0,8.0,"Edward bought var_A tickets at the state fair. He spent var_B tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost var_C tickets, how many rides could he go on?","1. Subtract the number of tickets spent at the 'dunk a clown' booth from the total number of tickets bought to find out how many tickets are left.
2. Divide the number of tickets left by the cost of each ride to find out how many rides Edward can go on.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    tickets_left = var_A - var_B
    rides = tickets_left // var_C
    return rides","{'var_A': 79.0, 'var_B': 23.0, 'var_C': 7.0}",True,'Code_Result'
